"","BAM","PA_CF_1","PA_RH","PA_Temp","hour","h2o_xgb","cvpreds","h2o_xgb_m"
"1984",41.5,61.75683334,49.53333333,85.56666667,"21",39.1130790710449,38.9199447631836,38.7871322631836
"1985",32.1,52.67766667,52.16666667,84.46666667,"22",32.8523101806641,32.5335388183594,32.53173828125
"1986",36.3,58.56033334,57.76666667,82.2,"23",34.4609909057617,34.4024505615234,34.3985824584961
"1987",18.4,36.81983334,61.63333333,80.8,"0",21.6410713195801,21.7834186553955,21.5809669494629
"1988",15.6,30.59616667,62.8,80.6,"1",17.39235496521,17.6325263977051,17.659423828125
"1989",16.1,32.612,63.56666667,80.1,"2",18.3666820526123,18.2978706359863,18.4258441925049
"1990",10.4,30.62033334,63.9,80,"3",16.4987812042236,16.9956665039062,16.9607048034668
"1991",12.7,24.6105,62.96666667,80,"4",13.3595600128174,13.779806137085,13.802755355835
"1992",13.1,24.12733333,63.6,79.4,"5",13.1047849655151,13.8143291473389,13.6974678039551
"1993",14.8,32.01533334,64.66666667,79.03333333,"6",16.7909984588623,17.6732654571533,17.028657913208
"1994",15.4,31.85283334,60.86666667,80.73333333,"7",15.3229923248291,15.2005453109741,15.2644958496094
"1995",10.7,26.07966667,49.26666667,85.86666667,"8",13.5509901046753,14.0448579788208,14.0892057418823
"1996",12.1,21.82416667,41.66666667,90.4,"9",13.7595062255859,14.1026382446289,14.1682662963867
"1997",9,16.522,35.3,94.7,"10",12.5032911300659,12.6738471984863,12.6408500671387
"1998",5.1,11.1265,30.8,99.46666667,"11",11.0332717895508,11.7439832687378,11.1228322982788
"1999",7.8,9.041666667,28.46666667,101.3333333,"12",10.0616483688354,10.1803522109985,10.2784976959229
"2000",8.5,6.521166667,27.4,101.8,"13",8.94036674499512,9.10852241516113,9.14891242980957
"2001",9.4,4.7105,26.73333333,102.4,"14",8.06743907928467,8.70387554168701,8.5501766204834
"2002",3.2,7.59,33.26666667,96.26666667,"15",10.3337106704712,10.3888969421387,10.3945055007935
"2003",9.9,10.13833333,38.9,91.53333333,"16",11.4081535339355,11.482590675354,11.5720243453979
"2004",12.3,10.95916667,42.16666667,89.56666667,"17",12.7640972137451,12.7110977172852,12.9449777603149
"2005",16.9,22.10966667,46.26666667,87.53333333,"18",18.9659862518311,18.9126682281494,19.0444049835205
"2006",35.7,52.53333333,53.3,84.83333333,"21",33.8028335571289,33.4776992797852,33.5424766540527
"2007",28,19.62433334,61.26666667,81.23333333,"22",14.0445890426636,13.9412670135498,13.9856185913086
"2008",5.1,12.87983333,69,75.76666667,"23",8.49762153625488,8.68831729888916,8.80373382568359
"2009",7.1,13.74866667,68.53333333,77.73333333,"0",8.46650505065918,8.53051471710205,8.585129737854
"2010",10.2,23.60016667,69.23333333,78.86666667,"1",13.147891998291,13.3677968978882,13.4420680999756
"2011",13.2,29.35833334,67.96666667,79.06666667,"2",16.3124961853027,16.4940872192383,16.3754959106445
"2012",18.8,28.61416667,66.53333333,79.16666667,"3",15.2322177886963,15.7152805328369,15.696870803833
"2013",16.1,27.3035,65.43333333,79.56666667,"4",14.7053232192993,15.1035957336426,15.107120513916
"2014",24,32.48333334,66.26666667,78.93333333,"5",17.5661125183105,18.0101547241211,18.0614337921143
"2015",27.7,35.32416667,66.6,78.7,"6",18.5074863433838,19.2290573120117,18.7011241912842
"2016",16.6,40.22133333,63.26666667,80.8,"7",19.8170051574707,19.6289119720459,19.6629943847656
"2017",15.9,38.69433334,51.5,86.7,"8",20.4151210784912,20.7698249816895,20.8183002471924
"2018",12.5,35.07983334,42.83333333,92.06666667,"9",21.0526218414307,21.3613891601562,21.3272132873535
"2019",11.1,22.44066667,34.03333333,98.03333333,"10",15.9111995697021,15.9652032852173,16.0014400482178
"2020",13.5,16.0265,29.5,101.2333333,"11",13.8466243743896,13.7430534362793,13.8979177474976
"2021",7.1,12.87083333,26.63333333,103.1666667,"12",12.3136672973633,12.4564552307129,12.5059061050415
"2022",7.2,9.869000002,25.96666667,103.6333333,"13",10.905216217041,11.1618328094482,11.0913543701172
"2023",2.1,5.270333334,23.3,105.7333333,"14",8.63216781616211,9.05809879302979,9.13263130187988
"2024",6.5,5.059,24.76666667,104.3333333,"15",9.56493473052979,9.68295478820801,9.70734596252441
"2025",5.6,5.691166667,28.7,99.6,"16",9.67221069335938,9.96707725524902,9.94662284851074
"2026",13.8,16.37366667,40.8,90.06666667,"18",16.1457271575928,16.4166584014893,16.3146495819092
"2027",21.9,26.20233334,45.5,87.83333333,"19",22.8602199554443,22.2075233459473,22.3597106933594
"2028",19.9,30.28066667,47.26666667,86.36666667,"20",22.764476776123,22.519775390625,22.9213237762451
"2029",20.4,34.385,52.33333333,84.4,"22",22.7411670684814,22.4748954772949,22.5962810516357
"2030",23.6,32.72583334,57.3,82.6,"23",20.2293643951416,20.6987380981445,20.4196891784668
"2031",24.6,44.446,61.76666667,81.53333333,"0",25.8607845306396,25.6476860046387,25.7266426086426
"2032",12.6,25.97533334,66.13333333,79.56666667,"1",14.6402816772461,14.8801889419556,14.9309349060059
"2033",13.6,26.857,66.73333333,79,"2",14.9958181381226,14.9857501983643,15.0904989242554
"2034",12.8,26.53316667,65.23333333,79.03333333,"3",14.1497631072998,14.6616487503052,14.6424007415771
"2035",12.3,21.5615,63.7,79.23333333,"4",11.6201953887939,11.9860897064209,12.0878744125366
"2036",8.9,19.57981035,63.24137931,79.03448276,"5",10.6050224304199,11.1338720321655,11.2436084747314
"2037",14.2,25.67464286,62.53571429,78.96428571,"6",13.4022550582886,13.5026578903198,13.714186668396
"2038",15.2,30.177,60.8,80.6,"7",14.3983192443848,14.2945909500122,14.3563385009766
"2039",18.5,35.149,53.96666667,84,"8",18.2672367095947,18.6337108612061,18.687858581543
"2040",23.1,36.961,49.46666667,86.4,"9",21.6142406463623,21.8797073364258,21.8264427185059
"2041",2.4,29.93283334,36.3,96.5,"11",21.0595245361328,20.9510154724121,20.9318103790283
"2042",12.5,20.16333334,30.66666667,100.5,"12",16.0671443939209,16.0329895019531,16.1625328063965
"2043",11.4,18.06733333,29.5,101.8333333,"13",15.2043361663818,15.2211027145386,15.288480758667
"2044",14.1,18.35566667,28.96666667,102.7333333,"14",15.489782333374,15.7455034255981,15.8272113800049
"2045",10.2,16.46316667,31.43333333,99.06666667,"15",15.3918008804321,15.1984739303589,15.3798599243164
"2046",15.6,14.00116667,30.53333333,97.06666667,"16",14.1080360412598,14.2757110595703,14.2893218994141
"2047",12.4,14.587,36.56666667,90.93333333,"17",15.0962553024292,15.1783599853516,15.2772407531738
"2048",17.6,25.51633333,43.76666667,87.46666667,"18",20.9792976379395,20.9481067657471,21.0400657653809
"2049",20.2,34.89033334,53.51724138,84.27586207,"19",27.1520023345947,26.5810241699219,26.5162010192871
"2050",13.6,25.63316667,55.6,83.53333333,"20",19.6914443969727,20.3093509674072,19.8403739929199
"2051",10.9,23.52333333,59.66666667,81.6,"21",17.3738861083984,17.242073059082,17.3528060913086
"2052",13.1,22.063,61.26666667,80.76666667,"22",15.3810815811157,15.1449537277222,15.2982521057129
"2053",11.4,22.98216667,61.8,80.73333333,"23",14.5681896209717,14.7605886459351,14.8239269256592
"2054",12.8,31.15683334,62.3,80.76666667,"0",18.4777278900146,18.4186115264893,18.4682388305664
"2055",15.4,29.30266667,63.3,80.06666667,"1",16.639856338501,16.8675403594971,16.9160251617432
"2056",11.8,26.65483334,62.26666667,80.5,"2",15.1554203033447,15.1223840713501,15.2803573608398
"2057",12.4,26.2145,62.53333333,80.1,"3",14.1412143707275,14.5297880172729,14.6541414260864
"2058",14.1,28.60783334,63.46666667,79.9,"4",15.5379018783569,15.7648973464966,15.9393501281738
"2059",12.9,28.45083334,64.9,79.06666667,"5",15.415412902832,15.8789892196655,15.9581499099731
"2060",17.3,41.77733333,64.9,78.96666667,"6",22.1674346923828,22.3757152557373,22.3092975616455
"2061",22.3,47.12416667,62.66666667,80.16666667,"7",23.6469898223877,23.5626354217529,23.4295558929443
