"","BAM","PA_CF_1","PA_RH","PA_Temp","hour","h2o_xgb","cvpreds","h2o_xgb_m"
"24",25.3,26.61411111,57.44444444,77.57777778,"23",16.7383613586426,17.0122451782227,16.9836730957031
"25",19,23.77933334,58.11111111,77.82222222,"0",14.5643825531006,14.5769939422607,14.6499614715576
"26",13.5,12.99644444,59.33333333,77.28888889,"1",7.78799343109131,8.16711616516113,8.2442455291748
"27",11.6,13.85088889,62.04444444,77,"2",8.0216236114502,8.10475921630859,8.26941967010498
"28",16.2,17.41511111,63.04444444,76.4,"3",9.17511081695557,9.76727390289307,9.76758480072021
"29",15.8,15.684,63.35555556,76.02222222,"4",8.32380104064941,8.75370693206787,8.84834575653076
"30",21.3,21.61355556,63.84444444,75.4,"5",11.6172275543213,12.1349172592163,12.2301692962646
"31",18.6,33.01366667,66.13333333,75.17777778,"6",17.1805210113525,17.2253017425537,17.3971099853516
"32",26.7,45.19522222,64,77.02222222,"7",22.4426326751709,22.0403385162354,22.2336769104004
"33",26.9,40.26933334,58.71111111,80.06666667,"8",20.7558994293213,21.174503326416,21.0955028533936
"34",20.6,25.36388889,49.08888889,85.08888889,"9",15.2024459838867,15.5234050750732,15.5281887054443
"35",16.5,13.18811111,41.17777778,89.66666667,"10",10.2393579483032,10.3467378616333,10.3699502944946
"36",14.1,16.58577778,34.8,93,"11",13.6941547393799,13.7214813232422,13.70237159729
"37",16.6,15.94833333,31.71111111,94.93333333,"12",13.5635843276978,13.7417554855347,13.6897745132446
"38",13.5,11.64188889,28.02222222,97.88888889,"13",11.6501293182373,11.6896457672119,11.8029069900513
"39",19.2,13.93411111,29.31111111,97.6,"14",12.9189577102661,13.1405153274536,13.2937469482422
"40",19,18.194,30.42222222,95.95555556,"15",16.3343620300293,16.2072772979736,16.3099174499512
"41",17.1,15.02077778,28.93333333,96.66666667,"16",14.7479467391968,14.8272571563721,14.9289255142212
"42",21.1,15.22811112,30.26666667,95.31111111,"17",15.8817071914673,15.984167098999,16.0978469848633
"43",17.3,17.11233334,47.6,87.68888889,"18",16.1386413574219,16.374324798584,16.2572822570801
"44",19,23.19033334,56.37777778,82.97777778,"19",20.5105304718018,19.9993953704834,19.9694404602051
"45",25.4,26.26133333,52.86666667,83,"20",20.172924041748,20.2890739440918,20.3321838378906
