"","BAM","PA_CF_ATM","PA_RH","PA_Temp","BC","hour","Predicted_Corrected_ATM_pred"
"1438",16.4,29.36583333,52.96666667,85.16666667,6.726732143,10,20.0577134952788
"1439",18.4,23.2865,43.4,90.33333333,5.482116667,11,18.3157123029667
"1440",16.9,22.785,39.6,92.33333333,6.349883333,12,19.2350253185143
"1441",18.2,17.92166667,36,94.6,6.4239,13,17.6690065922832
"1442",10.9,16.87316667,35.33333333,95.13333333,4.0562,14,15.473022465283
"1443",19.1,16.08916667,31.7,97.53333333,8.504616667,15,18.5953779516588
"1444",19.6,20.041,34.96666667,94.13333333,9.6338,16,20.7299270497819
"1445",31.3,30.318,39.8,91.4,13.36078333,17,26.3559890740319
"1446",38.2,44.75816667,45.2,87.53333333,18.57494643,18,39.8507754915147
"1447",26.4,33.09633334,51.66666667,84.56666667,16.0922,19,26.7199470345185
"1448",23.6,28.81533334,55.96666667,82.5,10.44558333,20,21.9534249749744
"1449",19.8,27.59533334,58.4,81.03333333,8.060733333,21,19.3682466192599
"1450",21.6,26.76133334,61.7,79.8,6.683383333,22,18.0944311974584
"1451",15.1,21.58933334,61.36666667,79.63333333,6.544232143,23,15.9940622325475
"1452",10.7,15.0195,61.7,78.5,3.553383333,0,10.1812068573293
"1453",20.1,17.17483333,63.1,77.73333333,7.44945,1,13.6351975016493
"1454",16.8,15.15783334,65.36666667,76.5,8.421466667,2,12.6816024150514
"1455",16.4,17.55483334,67.1,75.93333333,8.01615,3,13.3914907749254
"1456",19,22.3035,70.3,75,13.56978333,4,18.6683517028295
"1457",21,25.1725,70.76666667,74.96666667,13.33975,5,19.7207301139376
"1458",28.8,33.52866667,69.73333333,75.06666667,18.68830357,6,25.0566669853108
"1459",25,36.28433334,66.66666667,76.46666667,16.2092,7,26.3808249156001
"1460",20.1,28.69933334,60.56666667,78.96666667,9.1988,8,19.8413697105493
"1461",14.7,21.2175,52.33333333,83.23333333,6.114916667,9,17.2055700567649
"1462",14.4,16.387,46.1,86.86666667,5.396783333,10,15.3730972125718
"1463",19.6,17.05283334,41.13333333,89.36666667,5.0905,11,16.3146511669813
"1464",12.9,16.44733334,35.43333333,93.2,5.616416667,12,17.1975750628429
"1465",16.4,14.37316667,33.36666667,95.13333333,4.29725,13,15.2610112131692
"1466",16.2,14.3735,32.96666667,94.96666667,3.676339286,14,14.6944955338283
"1467",21.1,21.88483334,34.1,93,9.801016667,15,22.3121200691534
"1468",21.6,21.02733334,37.33333333,90.53333333,10.317,16,22.0267941942982
"1469",23.3,22.86816667,38.7,89.76666667,13.0717,17,24.2742690512863
"1470",31.8,32.98583334,43.36666667,87.36666667,24.4857,18,32.0537317638055
"1471",31.2,36.7295,50.26666667,84.53333333,21.02398214,19,31.8967788041542
"1472",27.8,33.357,54.2,83.1,17.75363333,20,27.2270020366024
"1473",24.8,30.21533334,57.83333333,81.3,11.54965,21,23.0802922968823
"1474",22.6,29.7145,58.76666667,81,12.41826667,22,23.2242642858081
"1475",23,27.908,58.5,80.03333333,13.07323214,23,22.6187117932599
"1476",21.7,26.80016667,59.86666667,79.4,11.20493333,0,20.9502563751787
"1477",22.3,29.07333334,61.9,79,12.23983333,1,22.2109976150752
"1478",19.1,27.09733333,63.26666667,78.3,7.66445,2,18.0420171184099
"1479",15.4,20.35483334,64.06666667,78,5.0974,3,14.0862899878698
"1480",19.2,25.9085,65.8,77.1,8.202216667,4,17.3899044671067
"1481",24.3,30.06066667,65.7,76.96666667,13.07703333,5,22.2042056388693
"1482",32.3,39.382,64.33333333,77.13333333,17.49803571,6,29.9795487192309
"1483",24,36.95383334,60.76666667,78.8,13.7497,7,27.3421028556715
"1484",21.2,31.70033334,53.33333333,82.23333333,6.969183333,8,21.5447407233572
"1485",12.4,22.94966667,44.6,87.03333333,5.253083333,9,18.6625890875741
"1486",14.6,19.5565,37.46666667,92.06666667,4.44015,10,17.3023242898246
"1487",22.5,26.9155,34.1,94.96666667,5.310183333,11,21.41262403567
"1488",21.2,32.838,36.03333333,93.2,6.391583333,12,24.34656378417
"1489",21,22.6375,32.3,96.63333333,8.075178571,13,21.2101018492012
"1490",23.7,25.356,32.93333333,95.06666667,8.209016667,14,22.410843600604
"1491",17.9,18.53319541,30.79310345,97.34482759,8.095016667,15,19.8415084704687
"1492",18.9,16.70983334,29.8,97.66666667,6.6503,16,18.8039089898773
"1493",20,16.43383334,30.76666667,96.4,5.113283333,17,17.6596758357307
"1494",26.4,24.16833334,36.16666667,92.36666667,7.9074,18,21.4784497170794
"1495",15.4,22.65083333,48.46666667,86.8,3.9262,19,16.061489145755
"1496",18.1,31.07,49.4,86.16666667,5.3853,20,20.7384219697653
"1497",34.5,41.1465,52.9,84.43333333,9.124617021,21,30.0428643626029
"1498",8.1,16.7375,55.13333333,85.86666667,1.87878125,10,9.57756579480233
"1499",2.4,11.96766667,47.5,89.6,0.9647,11,6.93753046547706
"1500",11.1,15.89766667,38.13333333,94.03333333,1.690266667,14,11.3960267717888
"1501",14.7,16.80833333,45.06666667,90.3,2.177616667,15,11.1752137651341
"1502",8,15.01833334,51.53333333,86.6,1.897,16,9.29795610199974
"1503",14.6,13.54066667,50.06666667,86.06666667,1.932033333,17,9.2106503938953
"1504",10.8,15.79916667,56.6,83.66666667,2.1793,18,9.83858040686928
"1505",12,20.26616667,59.53333333,82.93333333,2.403633333,19,11.9636716390239
"1506",16.2,24.9835,59.86666667,82.93333333,5.186633333,20,17.0986079493984
"1507",18,27.5435,57.7,83.06666667,6.766816667,21,19.0235383679204
"1508",22,29.88783333,58.9,83,9.276066667,22,21.0161684837054
"1509",20.7,30.68966667,60.66666667,83,7.49725,23,20.2390338043203
"1510",17.5,29.57116667,61.83333333,82.13333333,6.952089286,0,19.5595016892602
"1511",18.6,29.197,61.86666667,82,6.24455,1,19.1734105439078
"1512",21.6,38.60816667,62.2,82,6.623066667,2,25.3631382785934
"1513",24,35.90983333,62.36666667,80.43333333,9.093433333,3,23.9154137556735
"1514",7.5,6.023,70.3,76.33333333,4.868433333,4,6.75168479271356
"1515",8.8,7.813666667,72.2,75.6,6.447683333,5,8.1894429020847
"1516",11.8,22.40766667,73.23333333,75.93333333,7.1497,6,14.9790876903722
"1517",6.5,23.291,70.46666667,78.06666667,4.691983333,7,14.7277226412707
"1518",1.8,15.80216667,60.16666667,83.1,2.638733333,8,10.1148232840897
"1519",11.9,20.45966667,50.1,88.26666667,4.414716667,9,14.7407304989832
"1520",11.7,21.669,43.66666667,92.3,3.213339286,10,14.5545669463553
"1521",13,18.86583334,40.96666667,93.9,2.3637,11,12.66737618638
"1522",8.1,13.8165,43.43333333,91.46666667,1.69045,13,9.38665094739805
"1523",14.1,16.98633334,41.7,92.66666667,3.309883333,14,13.095828448558
"1524",30.8,28.702,45,89.6,18.71511667,15,26.163294904349
"1525",15.8,21.25883333,52.26666667,85.03333333,7.248116667,16,17.2414189533268
"1526",16.5,18.08466667,63.2,81.13333333,4.411533333,17,13.1648114286632
"1527",19,30.178,67.6,80,12.34311667,18,22.7259930239611
"1528",11.8,24.615,68.83333333,79,6.034933333,19,16.5418411250116
"1529",17.2,25.211,70.46666667,78.06666667,3.804607143,20,14.4744852983741
"1530",8.5,16.48666667,69.33333333,78.36666667,2.47185,21,9.13386023192509
"1531",12.4,14.12583334,70.6,77.73333333,2.649016667,22,8.01790531108412
"1532",9.5,14.96516667,71.16666667,77.66666667,2.909966667,23,8.68589518946558
"1533",19.6,18.81783334,70.96666667,77.56666667,11.3944,0,16.7474981915564
"1534",4.3,7.703666667,74.1,74.6,5.303816667,1,7.24506456854876
"1535",2.8,2.0765,74.83333333,73.53333333,3.783466667,2,3.0567263575432
"1536",4.6,2.6475,73.76666667,73.23333333,3.853966667,3,3.38932059954766
"1537",12,10.6505,73.4,74,9.619916667,4,10.5996012844364
"1538",8.3,16.53033333,73.13333333,74.5,7.2948,5,12.0493762083853
"1539",7,17.4345,72.7,75,2.360583333,6,8.40367308820644
"1540",9.3,19.76566667,69.3,76.63333333,2.865283333,7,10.6711008202124
"1541",1.5,8.544,60.56666667,81.1,1.591966667,8,5.54367831973939
"1542",7.7,5.603833334,53.93333333,84.63333333,1.232133333,9,4.45024699774667
"1543",-0.7,5.5275,47.93333333,88.1,1.459566667,10,5.10307467863686
"1544",3.2,6.512833334,40.8,92.1,1.937535714,11,7.21558720437744
"1545",3.1,10.00033333,36.8,95.03333333,4.649983333,12,12.5440119811594
"1546",18.1,17.457,33.06666667,97.86666667,4.2593,13,16.411162259937
"1547",21,33.56716667,33.36666667,97.83333333,9.5297,14,26.3309823538677
"1548",29.3,38.71716667,29.86666667,100.2333333,11.24086667,15,33.1745176176255
"1549",21.1,26.92783334,37.76666667,94,5.733816667,16,20.6834838040344
"1550",27.9,29.29633334,53.13333333,84.63333333,10.36906667,17,22.2680420454536
"1551",24,35.4695,68.23333333,79.73333333,12.74823333,18,25.7835950973623
"1552",29.1,40.80616667,68.06666667,80.1,15.61491071,19,31.5170400755287
"1553",19,25.84083333,69.2,78.66666667,13.38716667,20,21.0231215150376
"1554",21.5,30.10316667,69.7,79.43333333,15.8361,21,23.3398591520964
"1555",15.7,23.2695,69.63333333,78.2,15.20281667,22,20.2353445250996
"1556",11.3,17.645,69.3,79,6.3854,23,13.6327565075678
"1557",27.3,28.929,68.9,79,19.20378571,0,24.2126885846194
"1558",19.3,30.444,71.13333333,78.06666667,12.46023333,1,22.2123004588809
"1559",20.1,27.2815,70.13333333,77.9,14.1424,2,21.4557161522334
"1560",19.8,25.189,69.93333333,77.16666667,15.31128333,3,20.696714421368
"1561",11.5,22.75316667,69.56666667,77.73333333,10.6335,4,18.0112363230399
"1562",11.6,19.14283333,68.2,78,4.338616667,5,12.631153145934
"1563",17.8,30.89293103,67.86206897,78.51724138,7.627183333,6,19.4153466769229
"1564",30.5,47.30266667,64,79.8,20.86603333,7,41.5685566766795
"1565",25.4,38.7305,59.13333333,82.4,11.4601,8,28.7177243648088
"1566",26.5,40.04583334,55.8,84.03333333,8.18655,9,27.812625905453
"1567",15.3,37.18633334,50.2,87.8,6.364785714,10,24.4490236345399
"1568",26.1,44.384,42.83333333,92,10.62966667,11,35.6735077026141
"1569",20.6,33.37266667,39.33333333,93.16666667,8.3854,12,24.256514228106
"1570",18.9,26.96516667,36.4,95.43333333,6.4187,13,21.1085979603115
"1571",22,26.4535,37.23333333,94.26666667,7.672816667,14,21.3185427321493
"1572",24.3,29.312,39.83333333,92.36666667,5.448016667,15,21.1874024526349
"1573",19.4,28.26833333,43.16666667,90,5.369566667,16,20.3055913926701
"1574",23.1,28.2545,45.56666667,87.8,6.495866667,17,20.7496003647876
"1575",28.5,28.04066667,53.36666667,83.43333333,11.47991071,18,22.8475257115929
"1576",14.2,12.7475,67.73333333,77.06666667,10.05741667,19,12.8623225516762
"1577",10.7,14.8385,71.33333333,75.93333333,11.54823333,20,14.5419070599651
"1578",11.8,11.2955,69.66666667,75.56666667,10.85781667,21,12.4331696252736
"1579",22,24.2755,69.03333333,76.43333333,16.13623333,22,20.3953386922123
"1580",10.3,9.710833334,68.63333333,75.8,11.97957627,23,12.6234888335926
"1581",8.8,7.807666667,68.8,75.4,8.251561404,0,8.9459812589926
"1582",14.9,13.15,68.03333333,75.93333333,10.8536,1,13.4094184261693
"1583",12.5,10.125,68.3,75.53333333,7.464816667,2,9.66581544120935
"1584",7.1,7.7265,69.26666667,74.56666667,6.32745,3,8.03115686901489
"1585",15.1,12.99816667,68.03333333,75.1,7.93805,4,11.0232825583732
"1586",13.3,16.017,68.6,75,12.4607,5,15.515492557398
"1587",22.8,29.39183333,67.9,75.23333333,12.92995,6,21.369894343335
"1588",23.7,35.44233333,63.7,77.2,15.93926786,7,25.9686383688613
"1589",14.4,27.508,57.96666667,79.43333333,10.1625,8,20.5450729403272
"1590",16,18.32516667,52.23333333,82.36666667,6.462233333,9,16.1015515426241
"1591",14.2,18.3125,45.93333333,86.96666667,6.890283333,10,16.956640669434
"1592",11.8,13.88433333,43.06666667,88.7,6.545933333,11,15.173976615419
"1593",12.6,13.43666667,40.06666667,91.36666667,7.287866667,12,15.4101546329567
"1594",12.5,14.95133334,37.96666667,93.1,7.87065,13,16.5049208075402
"1595",9,13.49686782,37.06896552,93.55172414,6.922089286,14,15.6963959487259
"1596",17.8,15.47566667,38.4,92.8,15.62091667,15,20.6389881662159
"1597",10.5,13.78616667,43.53333333,89.06666667,11.79521667,16,18.1196978129161
"1598",25.9,29.83616667,47.06666667,86.73333333,21.3394,17,28.1951359304426
"1599",35.8,42.21083334,50.23333333,84.53333333,17.04596429,18,35.5463853594271
"1600",26.7,24.20066667,51.96666667,83.43333333,13.28185,19,22.5625337042537
"1601",32.5,32.0745,56.13333333,82.7,14.42006667,20,25.2444255874198
"1602",28.6,35.45316667,58.03333333,82.1,15.47631667,21,27.2988497562044
"1603",25.9,33.1565,60.6,81.1,16.40719643,22,25.748796382821
"1604",25.1,34.21483334,62.06666667,80.5,14.23881667,23,25.7233385089175
"1605",23,33.4255,63,80,12.76975,0,24.7093785333268
"1606",30.1,38.10033333,62.96666667,79.96666667,14.44586667,1,28.6865694174082
"1607",32.1,46.26766667,64.46666667,79.86666667,14.61148214,2,37.8181689986231
"1608",28.6,44.18016667,63.8,79.96666667,15.34195,3,35.5099406308412
"1609",30.5,38.89433334,62.9,79.23333333,18.83981667,4,30.7958261852313
"1610",36.5,41.563,63.4,79,18.3196,5,33.3038882632833
"1611",32.6,45.01233334,63.6,79.06666667,18.110125,6,37.273484557022
"1612",43.2,57.33733334,61.16666667,80.93333333,14.31373333,7,50.1782987566977
"1613",56.3,71.3395,55.7,83.4,15.19745,8,62.3542277658159
"1614",54.2,80.6735,52.5,85.03333333,20.13814286,9,69.1819784551078
"1615",37.8,50.3565,41.3,91.4,13.37015,10,44.8881813965717
"1616",34.8,44.24483333,37.03333333,93.36666667,9.467533333,11,36.1046545657271
"1617",24.2,36.2415,32.23333333,97.3,8.199016667,12,27.7119924895914
"1618",30,37.79616667,34.06666667,95.23333333,12.24585,13,31.6580133205505
"1619",25.3,41.674,37.83333333,93.4,5.79815,14,31.0683771806696
"1620",29.8,33.14733334,52.06666667,84.26666667,10.53964286,15,24.5524856301906
"1621",21.9,31.86133334,60.16666667,81.53333333,12.22975,16,24.0387895652819
"1622",20.2,36.135,62.83333333,80.9,15.49375,17,27.368857852926
"1623",52.5,49.55733334,64.13333333,81.6,22.50376667,18,45.2153425853913
"1624",56.1,58.23566667,65.33333333,81.7,30.15889286,19,58.9284853129247
"1625",48.6,52.48616667,63.1,81,37.40891667,20,61.5139787976725
"1626",45.4,45.76516667,62.76666667,80,31.42005357,21,46.5500165503391
"1627",38.6,41.62216667,62.96666667,79.83333333,26.95818333,22,37.7441874455784
"1628",25.2,31.20783334,64.16666667,79,11.9142,23,22.8363953226986
"1629",31.8,37.54433334,65.3,79,17.34605357,0,28.6350312461369
"1630",26.8,41.10816667,67.56666667,78.03333333,10.33423333,1,29.095444802524
"1631",25.9,39.78716667,67.1,78.23333333,12.57765,2,29.246523500677
"1632",17,30.58116667,66.86666667,77.96666667,11.92501667,3,22.1595051176107
"1633",22.5,35.78466667,67.13333333,77.93333333,15.58525,4,26.2109156778436
"1634",24.5,39.24033334,67,78,15.193125,5,29.2442236392276
"1635",30.5,47.32883334,66.7,78.43333333,11.51286667,6,37.5032172951648
"1636",35.9,61.236,63.63333333,80.36666667,13.87503333,7,53.5854928598585
"1637",28.5,43.44183333,54.1,84.13333333,10.3771,8,33.5605765809453
"1638",32.3,48.38016667,48.06666667,87.23333333,11.70544643,9,41.0086239144293
"1639",26.8,44.437,40.83333333,91.16666667,10.10521667,10,36.2314950451234
"1640",28.5,43.38283333,34.06666667,96.7,8.292833333,11,34.5492590254367
"1641",26.7,39.716,30.46666667,98.83333333,6.605083333,12,30.9751447694395
"1642",22.4,32.21016667,28.4,99.53333333,4.283883333,13,24.2620983143443
"1643",16.2,29.333,26.3,99.9,5.2378,14,24.5535081970621
"1644",18.7,26.137,23.6,103.1666667,4.032433333,15,23.2384047207879
"1645",22.1,26.3155,26.8,99.5,4.632616667,16,22.6898920142716
"1646",29,31.03433334,32.93333333,93.43333333,6.008966667,17,24.2779773071539
"1647",30.1,34.82583334,38.93333333,88.36666667,6.278696429,18,26.0227125261307
"1648",35.8,41.04316667,42.66666667,86.1,9.34125,19,32.6121588350837
"1649",29.8,40.00166667,47.5,84.6,10.91926667,20,31.6584696951289
"1650",31.8,39.85883334,53.4,82.9,8.304566667,21,28.2652611678319
"1651",34.9,43.68566667,57.63333333,81.1,10.57656667,22,33.6105755195738
"1652",45.5,54.2065,58.43333333,80.7,8.479616667,23,43.7885598499776
"1653",56.9,68.648,60,79.96666667,9.125583333,0,56.8069759502006
"1654",54.6,71.62859196,60.96551724,79.62068966,5.768517857,1,57.0606164047711
"1655",53.3,73.543,62.43333333,79,4.94525,2,57.2832879405111
"1656",52.7,78.732,63.4,78.93333333,6.86515,3,60.6683285297743
"1657",61,82.38566667,64.5,78.4,13.78246667,4,66.0328679664463
"1658",61.5,83.13883333,63.33333333,78.96666667,11.38611667,5,65.5661966723073
"1659",66.4,90.0345,62.93333333,79,11.05805,6,69.4511988849627
"1660",71.9,97.26833333,62.26666667,79.4,11.25576786,7,76.6230451558243
"1661",51.3,66.63683334,52.8,84.4,5.3459,8,54.6550040269884
"1662",36.5,50.14116667,40.53333333,90.16666667,4.15575,9,39.6316341366696
"1663",31.3,40.09933334,33.46666667,94.53333333,3.405583333,10,28.1674345314171
"1664",23,32.37283334,28.9,98.4,2.953933333,11,22.4638789996829
"1665",24.6,24.6845,26.7,100.1333333,2.58005,12,19.6934903444701
"1666",22.4,22.33233334,26.13333333,100.3333333,1.798716667,13,17.9805597861695
"1667",11.5,19.14233334,28.63333333,97.23333333,2.218066667,14,16.1652870783448
"1668",22.3,21.31216667,26.76666667,100.1666667,2.048066667,15,17.6430022544853
"1669",22.6,23.5455,30.43333333,96.1,2.284133333,16,17.6998660998494
"1670",27.1,27.60316667,34.23333333,91.66666667,4.658033333,17,22.0139256042493
"1671",28.4,31.18333334,38.86666667,88.13333333,6.5057,18,24.1325758216259
"1672",31.1,35.5875,42,86.33333333,7.973333333,19,26.7521567773812
"1673",32,36.48466667,45.5,84.93333333,6.436035714,20,26.1919440176189
"1674",23.2,32.36983334,51.36666667,83.4,4.51905,21,20.7944063919246
"1675",17.9,28.39583334,54.56666667,82.6,4.157,22,18.0435216387547
"1676",15.8,29.62866667,57.93333333,81.06666667,3.638333333,23,17.3361300034997
"1677",21.1,30.482,61.13333333,80,3.633,0,17.2204524805073
"1678",22.3,31.49666667,62.86666667,79.86666667,3.474033333,1,17.3579210567464
"1679",18.8,31.93,64.23333333,79.06666667,3.12785,2,16.8646021249833
"1680",19.8,32.75466667,64.13333333,79.23333333,2.611016667,3,16.6922392848534
"1681",15.6,32.9385,63.63333333,79.03333333,2.356916667,4,16.4442560544301
"1682",15.8,32.49916667,63.83333333,78.33333333,3.33075,5,17.2256756278074
"1683",17.2,34.89383334,63.3,78,4.485883333,6,20.0003546854592
"1684",16.8,35.16016667,59.6,79.93333333,4.4849,7,20.9363487552721
"1685",18,35.41366667,52.03333333,83.76666667,4.575133333,8,22.5405747621734
"1686",17,30.0265,46.86666667,85.46666667,4.287071429,9,20.2354881115099
"1687",16.6,27.7185,37.7,91.36666667,4.390783333,10,20.6782046058601
"1688",17.1,26.14583334,31.66666667,95.96666667,4.580166667,11,21.1041411578199
"1689",14.8,23.232,27.1,99.8,3.98985,12,20.7350307116945
"1690",19.3,21.85979885,26.48275862,101.0344828,3.029066667,13,19.3045826571157
"1691",9.6,16.14733334,22.63333333,105.3666667,2.544883333,14,17.3160915551266
"1692",9.2,16.13616667,22.23333333,103.8666667,2.849916667,15,17.7618546686206
"1693",18.5,17.56516667,23.5,103.2333333,3.6579,16,19.1687815837215
"1694",22.3,21.77033334,32.53333333,92.5,7.342833333,17,21.4935176541542
"1695",24,24.352,39.6,87.13333333,7.885516667,18,21.9919477519751
"1696",30,31.3655,42.8,86,11.19833333,19,26.4352842459663
"1697",36.5,35.88033334,46.13333333,85.6,14.87633929,20,29.580973108417
"1698",52.5,54.73366667,53.2,83.46666667,16.21336667,21,48.9965123495771
"1699",37,46.32866667,56.93333333,82.63333333,12.90881667,22,38.3512606641437
"1700",34,42.81966667,56.36666667,82.33333333,10.97833333,23,33.1536160808595
"1701",33.1,42.16033334,57.33333333,81.16666667,11.27709375,0,32.4159923260144
"1702",30.9,39.43666667,58.83333333,80.03333333,9.182366667,1,27.3421988861911
"1703",33.9,43.31983333,58.5,79.96666667,9.557266667,2,32.0073104690082
"1704",26.7,40.66533333,59.36666667,79.5,10.89973333,3,29.8991620708523
"1705",31.3,40.82883334,60.56666667,79.1,12.21913333,4,30.751344507695
"1706",28.5,40.48733333,61.96666667,78.7,12.66798333,5,30.3816382088588
"1707",29.9,43.491,63.5,78.33333333,14.77342857,6,34.1556876893148
"1708",32.1,46.97216667,62.03333333,79.53333333,11.49521667,7,37.5700052059692
"1709",34.5,46.1525,55.33333333,82.76666667,11.17026667,8,37.4163977855936
"1710",42.1,49.66,49.93333333,85.4,10.46018333,9,41.5903014234511
"1711",27.2,37.02083334,41.46666667,90.36666667,5.477133333,10,25.8246975603153
"1712",22.8,32.73033333,35.7,94.2,5.177783333,11,23.449322355107
"1713",35.8,37.94666667,34.7,95.1,6.841285714,12,28.1897580332511
"1714",22.5,35.7775,37.2,92.66666667,3.858266667,13,24.0028953885661
"1715",20.2,30.90133334,29.96666667,99.9,2.696933333,14,21.1970976615574
"1716",22.3,25.80366667,26.56666667,103.4333333,2.378716667,15,20.295989024777
"1717",21.5,33.17183333,52.56666667,87.26666667,10.33353333,16,23.3785524249531
"1718",35.8,38.608,56.03333333,84.6,18.13826667,17,30.9278488031637
"1719",39.8,41.47666667,54.03333333,82.3,20.58505357,18,35.8676136392414
"1720",45.3,43.69516667,55.66666667,82.5,18.57851667,19,37.1419138264966
"1721",38.5,44.31166667,59.63333333,82.16666667,6.003066667,20,31.6643571384452
"1722",20.5,27.44233334,64.8,79.8,6.336516667,21,18.0880887164559
"1723",24.3,31.92916667,67.26666667,78.53333333,15.3036,22,23.9097543964188
"1724",11.5,26.69633334,69.66666667,76.56666667,7.578866667,23,17.1154837190662
"1725",12.2,19.39633334,69.46666667,76.46666667,2.60245,0,10.1201211818632
"1726",7.9,12.67916667,69.6,75.66666667,1.640089286,1,5.63132351907415
"1727",7.3,6.312833334,67.2,75.2,1.993966667,2,3.30678734521649
"1728",4.2,5.031166667,67.96666667,74.8,3.447383333,3,4.46689135911284
"1729",7.8,5.985166667,67.4,74.43333333,4.179316667,4,5.71968454695605
"1730",13.2,13.1925,67.13333333,74.33333333,10.13375,5,12.5150998178816
"1731",5.5,16.169,64.9,74.53333333,2.68175,6,8.45911362106779
"1732",16.1,25.53083333,57.73333333,78.8,3.632766667,7,15.2969990192575
"1733",6.7,17.69483334,48.4,83.96666667,2.420483333,8,12.7724793587741
"1734",4.1,9.250166667,39.6,89.73333333,1.8761,9,9.44648490684082
"1735",7.7,8.525666667,30.8,97.26666667,1.669466667,10,9.98736558970372
"1736",12.1,10.80183334,27.13333333,101.5,1.786616667,11,12.6068805651388
"1737",6.8,11.1215,26.66666667,103.1333333,1.557283333,12,12.7896932222208
"1738",5.3,10.82333334,25.56666667,104,1.388933333,13,12.8135839935012
"1739",8.5,10.34816667,25.53333333,103.7333333,1.3821,14,12.5975616926994
"1740",10.1,10.782,25.86666667,103.2333333,1.422483333,15,12.713954409057
"1741",10.9,14.2155,31.83333333,98.2,1.666116667,16,12.1146396076771
"1742",13.3,17.59333334,39.36666667,92.53333333,1.8734,17,12.4341020444791
"1743",15.8,22.1865,46.56666667,88.23333333,3.041383333,18,14.8596462560861
"1744",21.5,31.75633334,49.9,86.5,4.344333333,19,19.8685956769737
"1745",18.6,16.3735,52.56666667,82.66666667,3.467732143,20,12.5601734074107
"1746",3.2,11.241,62.66666667,78.06666667,3.916416667,21,8.75747649486303
"1747",9.5,13.15683334,62.46666667,79.86666667,2.972966667,22,8.91863904390932
"1748",16.6,17.76283334,61.56666667,80.43333333,4.542983333,23,13.1234467233263
"1749",17.2,27.82033333,67.46666667,78.96666667,10.42771667,0,20.2164513523448
"1750",7.1,21.80183334,68.86666667,77.66666667,6.3669,1,15.151706939965
"1751",9.4,15.40666667,68.5,76.66666667,6.189383333,2,11.8873168346336
"1752",9.5,5.697,63.46666667,75.93333333,4.886033333,3,6.81364135944217
"1753",13.7,10.797,62.3,75.86666667,10.82558333,4,12.5681555227292
"1754",13.1,14.08883334,64.3,75.93333333,10.19821667,5,13.4310674829513
"1755",19.5,31.65533333,64.8,76.33333333,12.93708929,6,22.7453480632361
"1756",25.8,43.848,58.7,80,17.06158333,7,35.965626674482
"1757",19.5,37.38783334,47.06666667,86.5,14.03003333,8,30.0990159119958
"1758",29.5,42.2425,41.06666667,91.3,10.91626667,9,34.1969807430792
"1759",38.5,48.10266667,36.23333333,95.3,10.76391071,10,41.5401461401799
"1760",42.9,49.06383333,34.83333333,96.06666667,10.5376,11,42.7917730564173
"1761",45.2,50.05033334,34.03333333,97.03333333,14.56078333,12,45.904897810597
"1762",41.9,48.43983333,32.43333333,98.5,14.69828333,13,44.6099706887756
"1763",42.7,45.19266667,37.46666667,93.86666667,11.34448333,14,38.4857256698431
"1764",31.9,40.4115,38.56666667,91.5,14.14010714,15,34.3978082484455
"1765",27.8,33.43683334,34.5,94.16666667,8.377816667,16,25.6615076886078
"1766",23.6,28.19883334,38.93333333,90.3,3.53575,17,19.7342272966672
"1767",26.4,37.8405,51,84.2,5.0356,18,25.1514903099072
"1768",20.5,37.46733334,64.56666667,79.9,7.812766667,19,24.2792403795013
"1769",27.2,42.39,65.2,80.76666667,12.54343333,20,32.8259922206594
"1770",33.9,45.9755,63.2,81.9,11.76721667,21,36.8879854420713
"1771",25.4,38.05716667,62.03333333,81.2,6.114767857,22,24.599917226792
"1772",9.8,17.58766667,61.83333333,77.83333333,1.262666667,23,8.34497140440803
"1773",9.5,14.15866667,63.5,75.96666667,0.80435,0,5.61567831050213
"1774",16.6,27.6215,67.7,75.6,5.158366667,1,16.2540182816833
"1775",8.7,22.43683334,68.73333333,74.73333333,1.419133333,2,9.65074189349884
"1776",12.9,23.13266667,67.46666667,75,5.560416667,3,14.7100604336292
"1777",24.7,34.77966667,67.06666667,75.2,19.69655,4,26.5218728272084
"1778",21.4,34.739,66.3,76.03333333,11.96361667,5,23.9609411844857
"1779",19.7,40.18566667,66.16666667,76,6.785866667,6,25.5078740771942
"1780",25.1,44.322,63.33333333,78.06666667,6.516857143,7,30.8554670303391
"1781",30.8,46.53,52.5,84.56666667,6.7457,8,35.3486533614662
"1782",34.9,46.29,43.4,90.53333333,9.169783333,9,36.991649255332
"1783",49.2,61.2275,38.73333333,93.2,14.57683333,10,56.4937540820608
"1784",53.3,55.34483334,34.9,96,13.71283333,11,51.2344949960249
"1785",38.9,47.125,31.23333333,97.86666667,9.414785714,12,40.6537034694392
"1786",36,46.15683334,29.7,99.63333333,10.0711,13,40.6616450792426
"1787",30.6,42.84166667,30.33333333,99.3,9.642116667,14,36.1012961061465
"1788",35.9,41.0015,30.2,98.9,9.58405,15,33.9556082551171
"1789",35.5,37.3515,50.96666667,87.23333333,4.8093,16,23.6125138254311
"1790",30.5,40.63183334,66.5,80.7,3.902416667,17,25.097895354712
"1791",26.1,36.21633333,64.3,79.26666667,7.735766667,18,23.0413804503246
"1792",18.9,31.54283334,68.63333333,74.16666667,12.25094643,19,21.7790447761732
"1793",17.4,25.63066667,67.96666667,75.5,3.521766667,20,13.7132508243672
