"","BAM","PA_CF_1","PA_RH","PA_Temp","BC","hour","Predicted_Corrected_1_pred"
"741",27.4,21.62644445,54.17777778,83.93333333,10.15901786,"18",18.7639860778446
"742",25.6,23.50622223,61.31111111,80.17777778,15.34305,"19",20.8533563532168
"743",29.5,27.57811111,62.77777778,79.95555556,14.22483333,"20",22.1251730354617
"744",28.9,26.27533333,62.02222222,80,16.10706667,"21",22.089386706119
"745",24.1,21.941,65.51111111,79.04444444,10.42751667,"22",17.7583640086275
"746",11.8,14.11677778,67.86666667,78,4.383,"23",10.394540888015
"747",13.6,12.63177778,67.42222222,77.93333333,5.027516667,"0",10.4000446670949
"748",15.4,13.11877778,68.2,77.11111111,6.877683333,"1",11.2769740425798
"749",18.4,17.91377778,69.33333333,76.33333333,8.5824,"2",13.7368814361512
"750",19.2,27.91955556,69.88888889,76,10.06971667,"3",18.8133316288794
"751",16.1,18.207,70.13333333,75.6,9.031866667,"4",13.9435553088769
"752",14.1,16.597,70.51111111,75.08888889,6.68545,"5",12.0090425291723
"753",17.8,23.71144445,69.82222222,75.24444444,7.4791,"6",15.2639690362123
"754",24.5,33.05477778,66.84444444,76.8,8.271566667,"7",19.7415350184022
"755",18.4,23.47377778,61.8,79.31111111,7.987538462,"8",16.8086453366192
"756",9.4,15.12818605,43.6744186,89.39534884,7.718724138,"15",15.6866433105817
"757",18.5,12.93302326,61.13953488,80.34883721,7.80155,"16",12.6808295521069
"758",19.2,22.03398948,68.76744186,79.25581395,8.67775,"17",16.3213401212951
"759",10,15.39711364,71.15,77.675,8.756916667,"18",13.0917902530931
"760",14.9,19.25486305,74.3255814,77,7.73465,"19",13.7374785889311
"761",18.2,21.97910859,70.84090909,76.59090909,7.296616667,"20",14.7742978205763
"762",19.2,18.44112627,69.27272727,76,8.127160714,"21",13.6081984505844
"763",14.9,16.40011111,69.33333333,76,9.854866667,"22",14.0046550615336
"764",12.4,15.01059197,71.51162791,75.04651163,10.85466667,"23",13.9230389559647
"765",12.5,12.39188889,71.82222222,75,11.11093333,"0",13.0201961136318
"766",6.1,7.735421717,71.27272727,74.54545455,10.66263333,"1",10.7177430276523
"767",7.6,8.709082168,71.25641026,74,9.8015,"2",10.2803313874415
"768",10.5,10.43647009,71.61538462,74,8.6386,"3",10.0679681040663
"769",14.4,13.15388889,71.58333333,74,8.449339286,"4",11.0561365312968
"770",10,12.24309524,70.80952381,74.04761905,7.946633333,"5",10.4674381300993
"771",12.9,20.1873539,70.42857143,74.42857143,8.073583333,"6",13.8800649494186
"772",18.6,24.87955556,67.22222222,76.17777778,8.827933333,"7",16.794070271423
"773",12.6,15.41288889,62,78.37777778,8.721583333,"8",13.6706752987351
"774",10.9,11.89055556,53.26666667,82.06666667,7.152566667,"9",13.2077444400635
"775",18,11.48511112,42.64444444,88.71111111,4.9799,"10",13.5055208739582
"776",15.1,11.88791268,40.5,89.86842105,3.625583333,"11",12.5849799290596
"777",15.7,13.65822222,38.82222222,91.22222222,3.07885,"12",12.7619269614712
"778",15,11.983,39.68888889,90.28888889,2.56625,"13",11.4268725158388
"779",10.7,11.13622222,41.73333333,90.51111111,2.223733333,"14",9.85291936372174
"780",18.7,12.82811111,36.31111111,94.77777778,2.031583333,"15",10.9182387922079
"781",8.8,13.54044445,60.33333333,82.24444444,2.577053571,"16",9.06661074284152
"782",12.2,13.11566667,61.55555556,80,3.598233333,"17",9.84963197410659
"783",13.2,13.98314394,63.56410256,79.84615385,4.224316667,"18",10.8195062254266
"784",18.2,25.14477326,63.95,79.7,4.872033333,"19",15.9765691832884
"785",24,32.02502888,66.76315789,79,5.257083333,"20",18.6401678970929
"786",26.4,33.14187932,69.08108108,78.43243243,5.924233333,"21",19.1938482665281
"787",14.2,17.89266667,68.93333333,78,6.06825,"22",13.1489982206604
"788",18.3,19.05211112,68.04444444,77.88888889,6.93195,"23",13.9515228932682
"789",15.4,14.04777778,67.44444444,77,7.096766667,"0",11.7303285311411
"790",14.3,13.7767759,67.22727273,76.5,7.386866667,"1",11.5948791242625
"791",12.3,12.37071429,66.78571429,76.0952381,7.382732143,"2",10.9331849216334
"792",16.7,14.61714647,68.81818182,75.11363636,7.53915,"3",11.5858913476588
"793",11.5,13.87922118,69.97560976,75,6.9619,"4",10.9976711563164
"794",19.2,21.27576923,69.97435897,75,7.53745,"5",14.233463802589
"795",28.3,30.11516746,69.81578947,75.18421053,9.174066667,"6",18.7182919985802
"796",20.5,36.86411111,66.46666667,77.28888889,10.87608333,"7",23.2881667687527
"797",18.5,24.14673485,60.11111111,80.44444444,9.968683333,"8",18.8404249600117
"798",16.9,17.65284091,54.86363636,83.56818182,7.776928571,"9",15.4041405620283
"799",13.8,12.49315539,50.76744186,85.58139535,4.394283333,"10",11.8458820439709
"800",8.4,10.20773485,44.31818182,89.88636364,2.87355,"11",9.60290201485577
"801",9,8.076105876,40.02439024,92.17073171,1.7171,"12",8.04500001931964
"802",4.7,10.54457792,42.52380952,90.19047619,1.681683333,"13",8.75978464232868
"803",14.9,10.49383721,36,94.93023256,1.4379,"14",9.29944792425006
"804",16.4,10.90744445,34.17777778,96.35555556,1.41295,"15",9.79876056868924
"805",16.5,17.74622475,43.13636364,90.27272727,1.4445,"16",11.1622469489502
"806",11.1,14.83875,56.81818182,83.40909091,2.85725,"17",10.2319810124423
"807",22.4,25.914125,60.025,81.05,4.560833333,"18",16.443570393437
"808",23.4,25.84975952,64.37209302,79.02325581,6.457133333,"19",17.0033729627515
"809",6.1,14.28285412,71.48837209,75.60465116,7.4674,"20",11.3957016086122
"810",11.7,17.97987805,73,74.95121951,7.157883333,"21",12.5623289972945
"811",17.9,18.11743633,73.48837209,75,7.6326,"22",12.7764916803692
"812",9,9.463906927,72.83333333,75,9.732339286,"23",10.6455898395392
"813",15.9,12.06816387,71.97142857,74.97142857,10.17315,"0",12.1213279686554
"814",10,10.49071096,72,75,9.416116667,"1",10.8491655415872
"815",10.1,8.544933555,71.64285714,74.97619048,8.7154,"2",9.55247279909452
"816",10.1,9.152608586,70.51111111,74.4,8.151266667,"3",9.40177913444751
"817",11.2,11.26340657,70.48888889,74,7.872266667,"4",10.0425075293288
"818",14.2,17.82363637,70,74,7.724216667,"5",12.6832332565514
"819",18.4,28.73888214,70.86363636,73.5,7.730017857,"6",16.928191834085
"820",31.1,46.19083553,71.71052632,73.55263158,8.410183333,"7",24.0153110280837
"821",28,64.67262031,72.45945946,74.05405405,9.842883333,"8",35.0322290312436
"822",28.3,62.12282071,68.68181818,76.11363636,11.22896667,"9",35.4652753856836
"823",29.8,43.80430303,64.25,77.84090909,11.74141667,"10",26.8396996655684
"824",23.1,31.9055814,60.51162791,79.79069767,11.51828333,"11",22.8715340925866
"825",15.9,23.11188889,55.4,82.26666667,10.470875,"12",19.5678815144855
"826",18,21.77739131,53.43478261,83.2826087,9.098566667,"13",18.1940187509193
"827",17.5,20.42833334,47.88888889,87.13333333,7.810783333,"14",17.2892588883807
"828",20.1,16.98055556,44.08888889,89.11111111,6.723733333,"15",16.0418021586114
"829",21,22.61077778,49.64444444,85.6,5.79545,"16",17.3929202790921
"830",16.9,20.72732143,53.44444444,83.80555556,5.240583333,"17",15.7904707230744
"831",24.2,26.79996477,58.48780488,81.2195122,4.965566667,"18",17.3212800627136
"832",27.6,35.05444445,61.35555556,80.13333333,5.19165,"19",20.1930232069132
"833",33.3,39.49311047,62.31818182,80,6.357166667,"20",22.3937675417337
"834",28.1,34.49688889,64.06666667,79.17777778,9.269803571,"21",21.7096725935767
"835",35.4,55.31828261,66.88888889,79.02222222,11.53441667,"22",32.7497118708317
"836",32.6,57.80699748,71.66666667,78.11111111,12.55398333,"23",34.1919497749508
"837",31,45.52328986,72.91111111,77,13.60813333,"0",27.6673560358813
"838",16.5,21.66933334,73.44444444,76.97777778,14.8086,"1",18.5808051987428
"839",11.7,17.56533334,73.57777778,76.02222222,14.76623214,"2",16.6283424851417
"840",11.8,16.01566667,74.46666667,75.02222222,12.29865,"3",15.0560850197744
"841",14.7,18.68677778,74.77777778,75,10.05473333,"4",14.5697170475167
"842",16,22.75933334,73.71111111,74.88888889,8.821766667,"5",15.2905013891139
"843",22.5,29.61922223,73.02222222,75,8.763983333,"6",18.0125266857101
"844",23.8,34.68688889,72.08888889,75.75555556,10.02106667,"7",21.1085993142846
"845",24.8,42.942,70.35555556,76.31111111,11.5405,"8",25.6726733224177
"846",28.4,47.20044445,67.08888889,77.57777778,11.25283333,"9",27.8769398655306
"847",27.9,43.376,63.73333333,79.11111111,10.6736,"10",26.2764044633194
"848",16.5,13.44111111,51.62222222,84.86666667,2.054966102,"10",9.33546893677573
"849",12.2,14.29626516,46.82222222,87.95555556,2.524866667,"11",10.6462239511955
"850",14.8,14.30472944,44.45454545,88.72727273,2.438533333,"12",11.0602198934591
"851",15.4,11.89068182,42,90.75,1.699733333,"13",9.33011079511412
"852",13.8,12.39388889,37.24444444,94.11111111,1.527233333,"14",9.9581871513787
"853",16.5,11.41333333,37.91111111,93.15555556,1.39875,"15",9.44008977159459
"854",16.3,11.77333333,38.06666667,93.24444444,1.830533333,"16",10.0441449017595
"855",19,15.63333334,41.31111111,90.55555556,4.675366667,"17",14.7761031528203
"856",26.2,26.00611111,54.37777778,83.64444444,12.530125,"18",22.106401907314
"857",21.6,21.4825,61.65217391,79.41304348,11.36953333,"19",18.5449827705158
"858",15.4,18.498,63.37777778,78.42222222,8.01835,"20",14.4784747754816
"859",22.6,20.73165909,65.11111111,77.44444444,12.1325,"21",17.997070315855
"860",25.4,21.97911111,67.8,76.95555556,13.17205,"22",18.659597199299
"861",18.5,23.53644445,68.77777778,76.55555556,10.4579,"23",17.6060274141325
"862",18,20.14644445,68.42222222,76.31111111,9.820892857,"0",15.6371232688712
"863",16.1,20.59355556,69.02222222,76,10.46458333,"1",16.2573453821101
"864",17,20.94409091,69.59090909,75.45454545,9.22305,"2",15.2061343626605
"865",13.5,15.16563889,69.11363636,75.27272727,4.942666667,"3",10.5848968554948
"866",15.8,15.71466667,68.84444444,75.57777778,5.60925,"4",11.3747629148857
"867",16.1,17.77755556,68.33333333,75.97777778,5.4316,"5",12.2316755097951
"868",18.8,26.35488889,68.95555556,75.37777778,6.482766667,"6",16.0479352586006
"869",21.8,35.57933333,67.33333333,76.4,6.62605,"7",19.8762641659662
"870",20,33.39522222,63.82222222,78.31111111,6.292303571,"8",19.6219848797106
"871",11.7,16.103,56.57777778,82.06666667,2.437383333,"9",10.3181377016282
"872",12.1,13.62977778,46.73333333,87.33333333,2.223316667,"10",10.2351242181379
"873",14.7,13.24377778,43.13333333,89.62222222,2.4147,"11",10.7529186984081
"874",12.1,12.2827702,41,91.34090909,2.542916667,"12",10.712221034982
"875",15.1,13.33233333,37.46666667,93.42222222,1.4776,"13",10.3946784459901
"876",11.6,9.603888889,38.31111111,92.2,1.4535,"14",8.9282340839023
"877",28.1,12.13733334,43.84444444,89.6,1.785116667,"15",9.27048598315446
"878",13.9,22.97314899,61.84444444,81.6,10.30676667,"16",18.697884549144
"879",30.8,24.65716919,58.02272727,83.09090909,9.04715,"17",18.6222366300421
"880",27.4,27.40766667,60.48888889,79.31111111,13.6238,"18",21.909958814902
"881",25.6,27.36277778,65.46666667,77.97777778,14.03096429,"19",21.3833283908335
"882",17.3,25.6935,69.6,76.93333333,14.87216667,"20",20.4181045045954
"883",25.8,30.701,70.43333333,76.36666667,15.63371667,"21",22.3184945528867
"884",20.1,23.39,70.43333333,76,12.70392857,"22",18.7038793586172
"885",17.1,19.767,69.5,75.63333333,9.650383333,"23",15.1167023945865
"886",16.1,20.85766667,69,74.8,11.85121667,"0",17.0739767295892
"887",16.4,23.75483334,69.93333333,74.06666667,7.325716667,"1",14.9690584615051
"888",10.9,16.56916667,69.86666667,74.4,5.836733333,"2",11.5386452816233
