"","BAM","PA_CF_1","PA_CF_ATM","PA_RH","PA_Temp","hour","Predicted_Corrected_ATM_pred"
"4156",44.5,76.9915,52.056,63.8,72,4,38.0123369317406
"4157",42.8,79.12883333,53.06933333,63.86666667,71.63333333,5,39.1489642422966
"4158",49.9,83.68166667,55.53166667,64.26666667,71.63333333,6,42.2629790182592
"4159",50.1,100.9771667,66.57933333,63.63333333,72.4,7,52.0283614725452
"4160",39.2,78.448,52.83,59.63333333,74.1,8,40.3418055555658
"4161",35,67.27883334,48.33333333,52.9,77.9,9,37.0364435594712
"4162",32.1,61.51933334,46.03866667,42.96666667,84.23333333,10,36.9955544086487
"4163",37.8,55.38566667,43.50733333,33.03333333,91.63333333,11,34.754948668572
"4164",34.5,49.387,40.66516667,26.86666667,96.66666667,12,31.3682072696533
"4165",35.8,45.92733334,39.01416667,24.33333333,98.66666667,13,29.9986953830863
"4166",36.1,48.43533334,40.211,26.16666667,96.3,14,31.2341163139216
"4167",26.9,51.40233334,41.29916667,27.56666667,94.63333333,15,32.7206434195982
"4168",33.5,43.17116667,37.35916667,26.46666667,95.43333333,16,28.9272905133366
"4169",39.6,54.202,43.0615,33.06666667,89.06666667,17,34.6827545065477
"4170",49.1,74.77133334,53.486,41.2,83.4,18,48.1198057857091
"4171",46.4,78.6715,54.80916667,44.06666667,81.4,19,49.1953994107821
"4172",39.5,59.79166667,45.306,46.56666667,79.56666667,20,35.1356561926127
"4173",37.8,67.18716667,48.30233334,53.63333333,77.76666667,21,36.7667207250941
"4174",43.7,78.607,52.77233334,60.7,76.23333333,22,41.2785838482667
"4175",37.5,76.77583333,51.97016667,62.66666667,75.03333333,23,39.5793435234622
"4176",48.2,85.6315,56.61466667,62.93333333,74.93333333,0,45.3421245898441
"4177",40.5,82.94766667,55.12133333,63.16666667,74.6,1,43.4476184692245
"4178",38,73.39533333,50.68516667,63.16666667,74.4,2,37.4768033879049
"4179",34.3,63.04466667,46.6885,63.96666667,74,3,31.6550107486617
"4180",34.2,62.60066667,46.5125,63.2,73.8,4,31.2629913424805
"4181",36,64.93583334,47.41733334,63.53333333,73.13333333,5,32.1523583418821
"4182",41.6,69.877,49.32566667,63.46666667,73.66666667,6,35.1594672172808
"4183",39.3,73.26683333,50.63883333,63.36666667,73.96666667,7,37.1837786054375
"4184",41.5,76.26533334,51.8375,58.46666667,77.1,8,40.5963624139235
"4185",38.8,68.8085,48.92716667,54.7,79.13333333,9,37.9658628433975
"4186",23.3,47.43933334,39.31716667,50.1,82.06666667,10,27.6769421534601
"4187",19.7,32.48633334,30.19033334,44.13333333,85.4,11,22.1073675499311
"4188",13.2,25.3095,25.23183334,46.66666667,83.5,12,19.9687365450091
"4189",16.8,25.93183334,25.3885,40.6,87.36666667,13,20.4213680609944
"4190",15.8,19.715,19.71416667,37.6,89.66666667,14,18.6545319508933
"4191",20,26.68283333,24.54833334,40.3,86.96666667,15,20.3088489645937
"4192",17.1,28.60516667,27.02533334,42.26666667,86.16666667,16,20.9578575791587
"4193",18.5,30.41716667,27.82966667,42.96666667,85.2,17,21.4537177066958
"4194",25,40.79,35.6085,53.63333333,79.7,18,23.4402765372897
"4195",38.3,74.04583334,53.473,57.73333333,77.7,19,43.1477509625434
"4196",25.2,51.7325,41.68116667,60.6,76.4,20,26.544705382783
"4197",13.7,37.33666667,33.76716667,62.23333333,75.33333333,21,19.2695195896163
"4198",22.2,35.61133333,32.57433333,64.73333333,74.4,22,18.1874818488854
"4199",9.2,21.8505,21.73716667,66.46666667,73.8,23,13.3664891639412
"4200",9.2,17.56833333,17.56833333,67.43333333,73.3,0,11.375491010539
"4201",9.3,13.14266667,13.14266667,67.23333333,73.26666667,1,8.62271933358879
"4202",4.7,11.47233334,11.47233334,65.96666667,73.76666667,2,7.51618806090282
"4203",6.9,10.67666667,10.67666667,63.66666667,74.2,3,6.94360053422341
"4204",9.9,16.68883334,16.68883334,63.03333333,75,4,11.418621280768
"4205",14.1,25.25566667,25.17466667,63.73333333,74.63333333,5,14.8599008624705
"4206",21,36.32366667,33.389,62.8,75,6,18.8762169621851
"4207",23.9,45.35733333,38.65833333,60.93333333,75.26666667,7,22.949975903429
"4208",30.2,49.2075,40.94583334,57.93333333,76.63333333,8,26.1058778422776
"4209",23.8,43.54483334,37.705,54.63333333,78.7,9,24.5064527413167
"4210",27.7,44.7495,38.3005,52.46666667,80.36666667,10,26.023637127103
"4211",18.1,39.094,35.11133333,46.76666667,83.76666667,11,24.8212556418288
"4212",17.3,31.5865,30.405,38.63333333,89.26666667,12,22.7568802871087
"4213",22.3,30.04416667,29.353,35.03333333,91.73333333,13,22.8766103172685
"4214",10.5,25.91633334,25.7945,29.36666667,96.93333333,14,21.0337406070779
"4215",21.3,25.34933334,25.28716667,27.36666667,97.26666667,15,21.3512848258309
"4216",29,31.6445,30.06583333,30.36666667,92.73333333,16,24.3591759158122
"4217",28.2,36.9425,33.37866667,36.93333333,87.86666667,17,25.1665450485094
"4218",32.4,41.67183333,36.53683333,43.9,83.36666667,18,26.7862599651661
"4219",48.1,63.7585,46.92166667,47.63333333,81.5,19,37.3934598951911
"4220",29.9,52.12066667,41.99466667,48.93333333,80.06666667,20,30.5537937252839
"4221",30.4,49.5495,40.856,52.3,78.9,21,28.0821858048592
"4222",27.2,47.70666667,39.95733334,56.86666667,77.63333333,22,25.7032815961539
"4223",24.7,50.54583333,41.36366667,62.8,76.2,23,26.075725788188
"4224",18.5,48.6105,40.40233334,66.86666667,75.2,0,24.9206926939362
"4225",18.1,42.341,37.0725,66.13333333,75.83333333,1,22.1193803312174
"4226",19.3,42.71733334,37.25466667,64.13333333,76.03333333,2,22.1734502055176
"4227",23.4,48.276,40.25233334,64.23333333,75.7,3,24.7409508937472
"4228",20.6,48.7545,40.49783334,65.53333333,74.96666667,4,24.7384194291504
"4229",19.1,47.64816667,39.9155,67.03333333,74.36666667,5,24.0223420868389
"4230",24.4,55.2625,43.47916667,66.1,74.36666667,6,27.8447996178111
"4231",29.1,60.23816667,45.571,63.93333333,75.16666667,7,30.7486595912346
"4232",22.3,49.19,40.63883334,57.66666667,78.2,8,26.511594420093
"4233",28.4,46.01983333,39.053,47.43333333,84.1,9,27.6972755023901
"4234",26.5,48.89333334,40.47566667,39.33333333,89.26666667,10,29.8580596119263
"4235",31.6,51.7585,41.76266667,31.76666667,94.23333333,11,32.1136443340898
"4236",31,41.57816667,36.54966667,25.33333333,99.83333333,12,27.6910467422199
"4237",30.9,39.2715,35.19866667,22.56666667,101.6333333,13,27.501926874619
"4238",30.7,42.31283333,36.94,24.63333333,97.9,14,28.2379435856176
"4239",25.4,40.18983333,35.79266667,23.93333333,99.96666667,15,27.4657752815109
"4240",29.8,36.3935,33.52566667,22.06666667,101.5333333,16,26.4776689793517
"4241",33.9,39.60433334,35.3915,28.53333333,93.76666667,17,27.6136082598907
"4242",37.4,44.168,37.9805,36.73333333,87.4,18,28.6821270026212
"4243",37.6,61.16516667,47.33183334,40.7,85.5,19,38.9631460050685
"4244",39.9,51.96783334,41.90833333,44.06666667,83.56666667,20,31.7355480991121
"4245",57,73.16716667,50.99116667,47,82.8,21,43.2158129682045
"4246",53.3,88.32,58.22183334,50.76666667,81.13333333,22,51.1494260689204
"4247",59.6,104.434,68.87566667,56.06666667,79.3,23,57.2232463417794
"4248",55.9,107.0066667,70.5725,57.33333333,78.73333333,0,57.732372899675
"4249",50.7,108.6448334,71.67516667,58.46666667,78,1,57.8902762754158
"4250",56.7,119.3466667,78.81916667,60.43333333,77.1,2,61.9724641053169
"4251",63.5,129.8125,85.78716667,62.03333333,76.23333333,3,68.1188952120102
"4252",62,130.1195,86.01,62.96666667,76,4,68.2677241394038
"4253",61.5,131.0965,86.64916667,64.7,75.2,5,68.6912016143575
"4254",69.4,163.4503334,108.232,66.03333333,74.96666667,6,96.4838229272353
"4255",67.8,165.7153333,109.742,64.9,75.93333333,7,98.6370064216714
"4256",52.8,109.0876667,72.01683333,59.53333333,78.63333333,8,58.2298997431252
"4257",37.4,77.23966667,52.155,52.3,82.46666667,9,43.4914626492923
"4258",36.5,74.613,51.45,45.63333333,86.26666667,10,43.0698550423117
"4259",40.7,66.51966667,47.98783334,36.23333333,91.8,11,39.7046290467072
"4260",36.7,57.81366667,44.58666667,27.6,96.76666667,12,35.6983085423045
"4261",40.3,49.26216667,40.65866667,24.23333333,96.93333333,13,31.9529936378561
"4262",29.4,46.05933334,38.9295,22.93333333,98.83333333,14,30.2029576978691
"4263",28,40.528,35.94733334,21.6,98.9,15,27.9579106403825
"4264",28.9,43.33633333,37.29616667,22.53333333,95.4,16,29.7961219580235
"4265",39.4,43.86783334,37.78583334,24.8,92.5,17,31.0235415437313
"4266",69.2,77.1725,54.32383334,32,87.53333333,18,50.5758659663684
"4267",86.7,152.1096667,100.6778333,37.46666667,84.6,19,93.8798316543043
"4268",122.8,170.3221667,112.8173334,39.4,83.9,20,108.454732598994
"4269",116.6,160.2205,106.0588334,42.7,82.76666667,21,99.8348128317467
"4270",97.4,136.1381667,90.01333334,43.33333333,81.7,22,78.6504865093132
"4271",52.2,101.6928333,67.05733334,54.1,79.6,23,56.6997770167329
"4272",40.9,87.93016667,57.92366667,59.56666667,78.33333333,0,48.4002377310973
"4273",51.1,98.49666665,64.93316667,60.7,78.23333333,1,53.9779049322388
"4274",53.4,117.9433334,77.8915,62.23333333,77.76666667,2,61.5123047576891
"4275",69.2,154.1273334,102.0166667,63.7,76.9,3,89.3632875560749
"4276",65.7,155.5165,102.9431667,64.33333333,76.43333333,4,90.4024053414805
"4277",67.6,152.4161667,100.8723334,64.86666667,76.56666667,5,87.7757887045933
"4278",67.5,140.4268334,92.8805,64.5,76.73333333,6,77.1032839159897
"4279",57.2,118.9303334,78.5245,63.16666667,77.06666667,7,61.7033119467908
"4280",50.8,94.05632759,62.01063218,56.75862069,79.89655172,8,52.9502237031942
"4281",46.2,85.03605376,56.20802151,51.80645161,82.12903226,9,48.7459453335766
"4282",48.1,84.4775,55.794,40.9,89.5,10,49.2480036437588
"4283",48,84.48616667,56.553,32.23333333,95,11,50.9777593706134
"4284",43.5,69.44983333,49.13516667,26.93333333,97.73333333,12,41.8961882065393
"4285",41.1,57.87916667,44.53433333,23.56666667,98.13333333,13,36.3441080796945
"4286",41.3,53.62816667,42.72733334,20.43333333,99.26666667,14,34.5293871707807
"4287",34.9,49.05116667,40.611,18.3,101.2,15,32.4836996110904
"4288",35.1,48.99866667,40.59433334,19.9,99.86666667,16,32.2486393866542
"4289",40.6,57.54883334,44.4355,24.4,93.9,17,37.6253663476783
"4290",51,70.67966667,50.06166667,32.53333333,87.9,18,44.5527612106295
"4291",59.8,100.287,66.29266667,37.1,85.26666667,19,60.3906638460428
"4292",53.2,84.39783333,55.83716667,42.16666667,84.1,20,50.5198435982584
"4293",38,70.663,49.68283333,55.63333333,81.4,21,39.3503682645108
"4294",33.8,70.6575,49.64183333,59.6,79.93333333,22,38.4903532508066
"4295",29.3,63.27316667,46.75633333,61.76666667,79.03333333,23,34.0286277585959
"4296",26.5,58.96583333,45.03466667,61.33333333,79,0,31.6992343093683
"4297",17.2,40.41666667,35.8485,61.8,78.36666667,1,22.0606726602172
"4298",14.3,36.19483334,33.43416667,61.86666667,77.53333333,2,20.0935437889875
"4299",18.5,36.11183334,33.37983334,61.7,77,3,19.8241570455276
"4300",14.2,35.70166667,33.157,61.53333333,77,4,19.6921911663939
"4301",17.1,35.5775,33.03366667,60.26666667,76.8,5,19.577418028049
"4302",17.6,38.123,34.592,61.8,76,6,20.1284159162444
"4303",18.9,44.73916667,38.39816667,61.23333333,76.3,7,23.2098376983785
"4304",20.3,45.85966667,38.98733334,57.53333333,78.4,8,24.9967193917793
"4305",22.3,51.0435,41.34333334,56.83333333,79.66666667,9,27.9196800101438
"4306",23.1,45.69816667,38.79383334,53.2,81.43333333,10,26.4323414411743
"4307",26.4,37.219,33.92833334,41,88.36666667,11,24.185347100916
"4308",19,33.8695,31.983,43.1,85.8,12,23.1788339027329
"4309",18.9,33.10116667,31.4935,42.9,86.06666667,13,22.8725033409986
"4310",17.4,27.1272537,26.94549261,44,85,14,20.8691179920854
"4311",19.1,30.42339655,28.75209196,40.06896552,86.51724138,15,22.2116639763669
"4312",19.3,27.88466667,27.526,37.7,88.36666667,16,21.8969310167838
"4313",19.6,35.16333334,32.3055,40.73333333,85.66666667,17,24.1004954518457
"4314",21.8,38.0085,34.28016667,48,82.3,18,24.2427305218092
"4315",30.1,54.15933333,42.69616667,51.56666667,81,19,30.8559089199964
"4316",29.3,42.89133333,37.319,54.7,79.2,20,24.3566336497143
"4317",20.1,38.42866667,34.76,57.5,77.4,21,21.2290069613377
"4318",19.9,47.50633334,39.76433333,60.73333333,76,22,24.3545552532085
"4319",19.9,48.903,40.51733334,62.48333334,75.16666667,23,24.6712384791259
"4320",19.5,47.63666667,39.87716667,63.6,75,0,23.9798411581159
"4321",18.4,44.56891667,38.19191667,63.2,75.31666667,1,22.5621933769506
"4322",17.2,39.82975,35.58475,62.7,75.36666667,2,20.5100785668449
"4323",17.6,38.34391667,34.70116667,62,75.55,3,19.9816934801633
"4324",14.6,35.06066667,32.72891667,62.23333333,74.56666667,4,18.2498274344463
"4325",15.8,34.94966667,32.65341667,62.5,73.98333334,5,17.8936428515582
"4326",15.4,40.95846265,36.22292816,62.34712644,73.7816092,6,20.1347681412449
"4327",25.9,48.47072043,40.29057258,62.5844086,74.29408602,7,23.9862094025123
"4328",22.3,49.64733334,40.67458333,57.91666667,77.11666667,8,26.0448204987548
"4329",16.7,36.47191667,33.00416667,50.11666667,80.78333334,9,22.8499991517713
"4330",12.2,19.81141667,19.80075,41.06666667,85.51666667,10,18.746124041765
"4331",7,18.23908333,18.14375,35.15,90.01666667,11,18.6238914969825
"4332",9.9,13.2775,13.2775,30.58333334,93.16666667,12,16.3149999427902
"4333",9.5,15.83075,15.76325,30.6,94.75,13,17.1938521326708
"4334",9.2,15.35734483,18.30925575,28.22643679,96.14597701,14,18.6659241194113
"4335",17.7,20.52874463,19.86949463,28.5,94.3344086,15,20.125078051273
"4336",14.8,20.16258334,20.16075,31.9,89.55,16,20.6312964729118
"4337",24.7,25.15983333,24.99341667,33.51666667,88.23333334,17,22.2149408854257
"4338",23.3,31.28933333,29.79841667,37.73333334,84,18,24.3232644512146
"4339",37.9,56.6715,43.521,41.88333334,81.96666667,19,34.5449368290182
"4340",35.1,58.9175,44.92083333,45.86666667,80.25,20,35.0108258171881
"4341",32.4,58.001,44.59408333,53.01666667,78.21666667,21,32.0307581295078
"4342",21.6,48.72566667,40.40233334,58.35,76.38333334,22,25.3726021042581
"4343",25.9,50.02825,40.99108334,60.88333333,75.46666667,23,25.3357973604559
"4344",22.2,48.61766667,40.37708333,62.11666667,75.05,0,24.4657773091604
"4345",23.1,47.80558334,39.98025,61.18333334,75.25,1,24.1819626968057
"4346",25.7,51.18475,41.62483333,60.88333334,74.95,2,25.7601487857115
"4347",29.8,58.385,44.75783333,62.26666667,74.01666667,3,29.0127375493423
"4348",32,70.1505,49.59558333,62.75,73.13333334,4,35.2112136868588
"4349",37.6,73.5755,50.74091667,63.98333334,72.73333334,5,36.6474548498414
"4350",37.9,73.56666667,50.68741667,63.81666667,72.2,6,36.2372956199842
"4351",36.1,76.168,51.77408334,62.51666667,72.75,7,38.0382147097865
"4352",37.2,72.91424138,50.43660345,57.63908046,75.57758621,8,38.0339204170413
"4353",35.3,67.1161828,48.21012097,46.87204301,81.82956989,9,39.4137471677967
"4354",31.1,54.85197414,43.17280173,35.59655173,89.29712644,10,33.9906315338202
"4355",24.2,32.943,31.04633333,26.11666667,96.15,11,24.5889421794798
"4356",21.6,29.8932285,29.23868817,20.43172043,100.9032258,12,24.3302775111027
"4357",21,31.61226724,30.55120115,18.13448276,102.9068966,13,25.2467111692277
"4358",20.3,33.81775,31.98066667,16.61666667,104.1166667,14,25.897433229219
"4359",28.5,36.58221506,33.65352688,16.56344086,104.4263441,15,26.828848627751
"4360",31.4,38.9905,35.07433334,18.35,101.5666667,16,27.8062073686961
"4361",33,43.60183621,37.65332472,22.87816092,94.41206897,17,30.5005242559094
"4362",66.8,72.38766667,51.77833333,30.1,87.96666667,18,47.7118067621186
"4363",38.5,56.47555377,43.98126075,36.15860215,84.02903226,19,36.3972825511238
"4364",36.2,55.89375862,43.73577586,39.79712644,81.8862069,20,35.4275093391258
"4365",31.9,51.38833333,41.73341667,43.56666667,79.88333334,21,31.7078734479485
"4366",31.4,53.65984678,42.78386022,47.13494624,78.15860215,22,31.2887831789628
"4367",35.3,59.71241379,45.35350862,50.89022989,76.69942529,23,32.8784312415323
"4368",32.7,68.37966667,48.76475,57.06666667,74.93333334,0,35.4218759530746
"4369",34.8,74.8335,51.18891667,61.4,73.85,1,37.8688547791418
"4370",37.6,77.384,52.2655,61.25,73.83333333,2,39.3460731193189
"4371",33.6,69.24652957,49.08715054,59.84946237,73.78333334,3,34.935706646115
"4372",35.6,70.4378477,50.82522989,59.88333334,73.32816092,4,37.1361914446012
"4373",34.3,61.55983333,46.0915,58.58333334,73.51666667,5,30.7081481233875
"4374",41.5,69.59791667,49.21666667,59.4,72.66666667,6,34.5063030964302
"4375",42.4,84.48536559,56.17775806,57.66505376,73.40591398,7,44.3271116679701
"4376",36.6,66.57662069,48.02990517,48.99827586,76.35977012,8,36.9016757527346
"4377",38.2,60.58925,45.67891667,39.58333333,83.73333334,9,37.6688800939265
"4378",36.7,55.20811494,43.41653448,31.65172414,90.63275862,10,35.3026489689715
"4379",32.4,53.2620914,42.58185215,26.58548387,95.77096774,11,33.9132509642567
"4380",31.2,44.47345402,38.11769253,22.53448276,99.84482759,12,29.5756578517451
"4381",36.6,46.45602151,39.23086828,20.18655914,102.2,13,31.1377450293663
"4382",27.7,39.6435,35.457,17.65,105.25,14,27.895377563046
"4383",27.8,36.15858333,33.38725,17.58333333,104.1666667,15,26.7337444707104
"4384",30.6,36.46325,33.57925,19.38333334,101.4,16,26.7760029652204
"4385",31.7,34.9555,32.65408333,23.15,95.76666667,17,26.3242641751187
"4386",39.4,53.85308333,42.44075,28.63333334,88.8,18,35.3941939266053
"4387",55.7,81.21458334,54.89058334,35.81666667,85.25,19,50.8603389456774
"4388",64.1,89.42975,60.28858334,38.75,83.56666667,20,56.2104797776824
"4389",36.9,59.51841667,45.10466667,40.45,81.18333334,21,36.9658144133521
"4390",41.6,63.3995,46.77341667,44.48333334,79,22,37.5209905038837
"4391",39.4,60.02872223,45.44461111,45.83333333,78.35555556,23,35.0837241562407
"4392",37.9,64.72766667,47.33588889,48.24444444,77.44444445,0,36.621426642225
"4393",33.6,63.8045,47.52205556,50.55555555,76.47777778,1,35.833099999435
"4394",38.5,81.50777778,56.1505,52.32222222,76.04444445,2,46.7414509817773
"4395",34.7,65.44411111,47.61138889,54.35555555,75.13333333,3,34.4002445560917
"4396",37.7,71.73855556,50.02761111,55.81111111,74.43333334,4,37.1715099713631
"4397",48.2,93.33727778,61.588,58.68888889,73.48888889,5,49.4479643466724
"4398",52.8,112.9592778,74.54311111,60.71111111,72.71111111,6,56.7002566241367
"4399",65.7,138.9501111,91.88144444,58.86666667,73.64444445,7,74.3079014064434
"4400",66.6,114.1885556,75.35211111,51.52222222,75.85555556,8,60.459959661358
"4401",54.3,81.49633333,55.30083333,41.74444444,81.5,9,50.4672233354669
"4402",37.7,58.7665,44.75916667,33.05555556,88.74444445,10,36.8623782553708
"4403",25.8,33.27333333,31.51166667,23.45555555,95.27777778,11,25.8525866087903
"4404",22.4,28.68027778,28.24294445,19.35555556,100.2666667,12,23.891819222539
"4405",18.9,24.08216667,24.07216667,17.01111111,101.9888889,13,22.4679591663333
"4406",15.8,22.13657088,22.13623563,15.77854406,103.0731801,14,21.7268092409358
"4407",19.9,22.85277778,22.85111111,15.34444444,102.7111111,15,21.9595462618096
"4408",22.4,25.346,25.30516667,17.14444444,99.63333333,16,22.682538579191
"4409",25.9,31.5035,30.05527778,22.41111111,92.91111111,17,26.3902879876294
"4410",31.1,42.58922222,37.17322222,30.86666667,85.35555556,18,30.5436716086183
"4411",31.9,47.77183333,39.9575,36.41111111,81.62222222,19,32.230738235686
"4412",27.3,46.60738889,39.33383334,41.26666667,79.04444445,20,29.6419212287498
"4413",27.7,47.08927778,39.63083334,45.12222222,77.24444444,21,28.0717241968551
"4414",29.6,44.99955556,38.50111111,48.67777778,75.25555556,22,25.1004658901252
"4415",31.3,54.76627778,43.27783333,52.96666667,73.85555556,23,28.29485019186
"4416",26.7,49.60116667,40.88477778,57.63333333,72.41111111,0,23.8327533590385
"4417",27.6,57.32416667,44.30038889,60.41111111,71.58888889,1,27.0231675061169
"4418",24.3,53.11672222,42.48033333,59.77777778,70.83333333,2,24.366322662454
"4419",22.9,44.53816667,38.254,59.72222222,70.33333333,3,19.751564684397
"4420",23.5,47.71461111,39.93883333,59.84444444,69.47777778,4,20.7517791580444
"4421",27.4,61.89622222,46.14805556,60.97777778,68.74444444,5,27.593504549168
"4422",27.7,59.82738889,45.39727778,61.75555556,68.43333334,6,26.361344040972
"4423",30.5,72.50666667,50.30922222,62.07777778,68.87777778,7,33.515776534631
"4424",29.9,72.71283333,52.40266667,56.53333333,71.8,8,38.8056353915491
"4425",28.9,50.03027778,40.70072222,44.41111111,78.28888889,9,29.7947969530718
"4426",20.7,34.84583333,32.40616667,30.57777778,85.35555555,10,27.3983778610039
"4427",22.8,29.36261111,28.85738889,23.45555556,92.58888889,11,25.7623628754459
"4428",14.9,24.943,24.32927778,18.48888889,96.93333334,12,22.638054449462
"4429",19.1,23.89672222,23.87133334,16.46666667,99.94444443,13,22.1400039062236
"4430",19.1,24.04422222,24.0045,15.7,101.0888889,14,22.2711712953893
"4431",16.3,22.35188889,22.35077778,15.03333333,101.7111111,15,21.6689858882804
"4432",18.7,24.43188889,24.37533333,17.55555556,98.85555556,16,22.3289833327178
"4433",20.4,29.77466667,28.97183333,23.11111111,91.57777778,17,26.1932448096982
"4434",25.1,38.83705556,34.97527778,29.96666667,84.48888889,18,29.5250614516023
"4435",38.7,52.53044445,42.20383333,35.57777778,81.24444445,19,34.8615162770029
"4436",32.5,52.35372222,42.21766667,41.3,78.76666667,20,32.5401057429232
"4437",31.4,54.63788889,43.22688889,46.22222222,76.68888889,21,31.4237925319701
"4438",30.3,50.57911111,41.37333334,48.11111111,75.12222222,22,28.0207338771271
"4439",33.9,57.39933333,44.38855556,52.03333333,73.97777778,23,29.9689345038521
"4440",33.9,64.83027778,47.37566667,54.64444444,73.16666667,0,32.935061697275
"4441",30.7,68.12788889,48.65733333,57.77777778,72.1,1,33.5492423096304
"4442",27.9,63.73316667,46.92188889,59.87777778,71.04444444,2,30.2141577502117
"4443",32,60.1925,45.46905556,58.73333333,70.48888889,3,27.9813879332542
"4444",29,60.42083333,45.61838889,61.66666667,69.32222222,4,27.2379053940077
"4445",30,60.16477778,45.52827778,62.75555556,68.83333333,5,26.8036502999236
"4446",29.8,63.97261111,47.0555,62.67777778,68.85555556,6,28.9030483148643
"4447",28.8,67.10338889,48.31105556,62.27777778,70.18888889,7,31.5334560109227
"4448",30,70.51272222,49.76205556,57.43333333,73.71111111,8,36.1261102499909
"4449",33.8,67.54044445,48.37483334,47.66666667,79.27777778,9,38.9773776999423
"4450",35.9,58.11494828,44.79793295,38.76781609,84.9394636,10,36.3190003328512
"4451",24.5,46.26105556,39.0935,31.95555556,89.58888889,11,30.7267659349229
"4452",27.1,42.282,36.81805556,24.41111111,95.44444444,12,29.0140797054242
"4453",26,42.09233333,36.91261111,22.44444444,98.16666667,13,28.6222395447972
"4454",29.3,40.84116667,36.17994444,20.53333333,99.61111111,14,28.2684138121576
"4455",28.1,39.97188889,35.64422222,19.42222222,100.3666667,15,28.0254777853031
"4456",29.8,43.51538889,37.56794444,22.6,95.68888889,16,29.8773499782856
"4457",31.8,48.0585,40.09855556,28.63333333,88.6,17,32.9058404887398
"4458",44,60.90766667,45.76288889,32.46666667,84.72222222,18,39.6177790484765
"4459",82.3,123.8921111,81.89072222,35.56666667,82.74444444,19,71.9296327475812
"4460",71,124.5255,82.27833333,37.47777778,81.34444444,20,71.7954919084878
"4461",55.2,85.26644444,56.38005556,41.23333334,80.17777778,21,51.682287777839
"4462",46.7,77.10583333,52.20511111,48.16666667,78.55555556,22,43.9591634832533
"4463",50.4,87.96744445,57.99394445,53,76.83333333,23,48.9368512786845
"4464",55.7,98.16583335,64.69505555,57.4,75.37777778,0,52.847441470489
"4465",55,103.7756667,68.42694444,59.84444444,74.66666667,1,54.4076602974277
"4466",50.2,89.37066667,58.87311111,59.55555555,74.73333333,2,47.6669685468688
"4467",45.6,83.54455556,55.24,58.91111111,74.37777778,3,43.6186783570438
"4468",44.8,85.51755555,56.48544445,58.73333333,74.12222222,4,44.9415955362502
"4469",53.7,89.14388889,58.71727778,59.34444444,73.87777778,5,47.0737522570262
"4470",55.7,89.129,58.70422222,59.6,73.36666667,6,46.7489912384937
"4471",52.2,98.49227778,64.90611111,58.88888889,73.97777778,7,52.0586546742061
"4472",56,94.14922222,62.02522222,52.18888889,77.64444445,8,53.0806664071887
"4473",55.1,91.31411111,60.14527778,44.33333333,82.43333333,9,54.6917967600481
"4474",51.5,77.94472222,52.98372222,35.32222222,88.82222222,10,47.5283170110531
"4475",40.8,60.99255939,45.82190422,26.71992337,93.90881226,11,38.8462133130085
"4476",39.7,54.58405556,43.19911111,21.92222222,98.41111111,12,34.9402825586158
"4477",36.2,49.53983333,40.86733333,18.38888889,101.2888889,13,32.760328216058
"4478",26.5,41.04744445,36.26788889,15.05555556,104.1555556,14,28.5528097144176
"4479",30.1,37.03122222,33.91794445,14.35555556,103.5111111,15,26.9177077907485
"4480",32.3,39.36533334,35.31722222,16.54444445,100.4666667,16,27.8102376953221
"4481",37.2,41.03119007,36.24992009,19.92980296,95.88916256,17,29.0805993820976
"4482",49,60.01964337,45.39096595,24.07025089,88.89820788,18,40.2987297434625
"4483",60.9,77.57605556,52.85922222,28.01111111,84.85555556,19,50.8572934624716
"4484",65.7,83.26072222,55.63922222,34.4,82.82222222,20,52.9728108009451
"4485",50.2,80.71222222,53.87727778,41.57777778,80.88888889,21,48.7016995136582
"4486",52.1,85.87261111,56.656,47.46666667,78.88888889,22,49.8102974966918
"4487",54.3,87.70972222,57.76822222,50.07777778,77.56666667,23,49.7593235380632
"4488",54,90.80661111,59.79072222,49.87777778,76.33333333,0,51.2058558104534
"4489",56.8,91.54594445,60.28894445,51.32222222,75.48888889,1,50.870179288307
"4490",60.8,99.49005554,65.56838889,54.84444444,73.96666667,2,53.1130873643371
"4491",61,104.7535555,69.08161111,55.44444445,73.96666667,3,55.0026282272674
"4492",67.6,111.0682222,73.27683333,56.45555555,73.52222222,4,56.8960557032272
"4493",78.4,157.7823889,104.4286667,58.85555556,72.5,5,90.3049045735321
"4494",107.7,214.6415,142.3479445,60.5,71.63333333,6,126.060543332272
"4495",119.8,244.2378046,162.0736111,61.02030651,71.94636015,7,148.516202716295
"4496",134.7,254.2464445,168.7463889,56.95555556,74.92222222,8,161.100124978572
"4497",97.7,171.8203334,113.7827222,46.63333333,81.21111111,9,107.788181518444
"4498",76.9,128.8673333,85.14494445,35.13333333,89.63333333,10,73.3467468261962
"4499",67.2,92.75105556,61.16533333,24.97777778,96.37777778,11,56.9750708929502
"4500",38.9,58.445,44.68194444,18.6,100.7888889,12,37.1829772379662
"4501",35.3,45.43166667,38.75161111,14.98888889,103.7666667,13,30.6458709253187
"4502",33.7,43.55577778,37.69838889,13.73333334,105.0333333,14,29.3960128588282
"4503",34.9,40.709,36.08527778,13.51111111,104.2333333,15,28.2359421275371
"4504",34.9,39.54338889,35.4215,14.11111111,101.2888889,16,27.7825990095502
