"","BAM","PA_CF_1","PA_CF_ATM","PA_RH","PA_Temp","hour","Predicted_Corrected_1_pred"
"3726",30.3,65.06083333,47.46866667,60.9,72.63333333,"2",31.8237282043086
"3727",23.6,57.28633334,44.34366667,62.3,72,"3",27.4458361143869
"3728",36,70.514,49.54783334,63.4,71.16666667,"4",34.0112580401115
"3729",35.1,75.02216667,51.26833334,63.93333333,71,"5",36.7371835330335
"3730",42.8,84.29133334,56.26066667,63.33333333,71.36666667,"6",42.8575302297124
"3731",44.7,88.35216667,58.36816667,62.03333333,72.4,"7",45.8473198862796
"3732",39.4,78.61066667,53.11066667,56.3,75.4,"8",42.0717909770968
"3733",36.3,67.80233334,48.52716667,46.4,81.96666667,"9",39.899545772179
"3734",31.5,57.954,44.548,36.93333333,88.96666667,"10",35.6484003528077
"3735",28.4,47.64216667,39.67416667,29.53333333,95.26666667,"11",30.584348620693
"3736",29.1,38.27833334,34.646,26,97.03333333,"12",26.147694790725
"3737",23,32.9825,31.42183334,22.63333333,99.66666667,"13",24.5762332024243
"3738",25.6,31.33716667,30.162,24.5,96.7,"14",24.0419483049596
"3739",19.4,26.93183334,26.617,30.53333333,91.73333333,"16",23.0670628665013
"3740",22.6,25.52833334,25.43016667,35.56666667,88.06666667,"17",21.8062302237329
"3741",24.7,32.20416667,30.785,44.1,83.76666667,"18",22.623425314628
"3742",22.2,35.07916667,32.75483333,50.96666667,80.9,"19",21.9961694637736
"3743",27,40.34483334,35.71933333,54.46666667,79.16666667,"20",23.0323874533629
"3744",37.1,65.46766667,47.63383333,59.33333333,77.5,"21",34.6658522242636
"3745",35.2,70.76983334,49.65516667,61.26666667,77,"22",37.3736920287865
"3746",37.7,70.99383334,49.7475,61.8,77,"23",37.5022432298249
"3747",24.3,56.77033334,43.91333334,62.53333333,76.4,"0",29.6150957756398
"3748",22.3,48.55833333,40.38783334,63.5,76.03333333,"1",25.2159394607767
"3749",18.6,44.05166667,37.989,62.53333333,76.53333333,"2",22.984740211677
"3750",17.9,38.421,34.75266667,60.93333333,76.96666667,"3",20.3848571125741
"3751",18.6,37.85983334,34.391,60.56666667,76.93333333,"4",20.1336351563301
"3752",15.9,28.31283334,27.9695,60.46666667,77,"5",16.8723457001811
"3753",18.3,33.26821265,31.5685977,61.65517241,76.24137931,"6",17.9953223835374
"3754",17.8,37.17262366,33.9627742,59.83870968,77.09677419,"7",19.9520767075465
"3755",16.1,36.5525,33.57266667,55.86666667,78.8,"8",20.917667764672
"3756",7,26.7935,26.48666667,47.46666667,84,"9",20.0185369542821
"3757",18,23.592,23.4475,42.43333333,86.63333333,"10",19.521546668846
"3758",14.8,30.4425,29.24833333,42.66666667,86.76666667,"11",21.4499409147859
"3759",22.3,36.03816667,33.25183334,38.33333333,90.3,"12",23.876328313184
"3760",19,28.63116667,27.9735,37.43333333,90.9,"13",21.5866309521832
"3761",18,22.67266667,22.60533333,38.56666667,89.83333333,"14",19.6125094111571
"3762",13.6,21.571,20.984,41,87.26666667,"15",19.00990488287
"3763",20.9,25.11,24.7085,48.9,82.7,"16",19.4388298585557
"3764",14.5,26.65216667,26.386,61.26666667,77.93333333,"17",16.7826417115348
"3765",11.7,24.83266667,24.76833333,61.16666667,76.93333333,"18",15.7952301602972
"3766",16.8,31.25633334,29.77483334,62.86666667,76,"19",17.245338773216
"3767",5.9,15.96383334,15.96333334,66.13333333,74.86666667,"20",11.1034596073078
"3768",8.6,15.17716667,15.17716667,68.9,74,"21",10.5599949965422
"3769",4.4,15.38033334,15.38033334,68.8,73.7,"22",10.502842843239
"3770",9.8,22.40123563,22.25743104,67,73.82758621,"23",13.7868844058055
"3771",21.2,39.19383334,35.1925,62.06666667,73,"0",18.657561946615
"3772",21.5,42.1965,36.991,60.7,72.8,"1",20.0414802132602
"3773",21.1,42.34444253,37.06095977,60.03448276,72,"2",19.6542687968957
"3774",20.6,44.78275269,38.35698387,57.90322581,72.09677419,"3",21.2072595802118
"3775",24.8,48.0415,40.112,59.93333333,72.23333333,"4",22.8592574823859
"3776",23.8,50.575,41.34816667,63.53333333,72.1,"5",24.1110406366454
"3777",24.3,55.86433334,43.75566667,64.76666667,72,"6",26.8628881539631
"3778",24.6,65.08033334,47.47316667,64.23333333,72.3,"7",31.6979021637285
"3779",32.9,61.734,46.12516667,57.53333333,75.3,"8",31.8723350983037
"3780",27.6,52.12433334,42.014,49.36666667,79.7,"9",30.6384908008866
"3781",20.6,42.44783334,37.0565,37.63333333,86.03333333,"10",28.0988603936668
"3782",22.3,35.6493046,33.07721839,30.72413793,90.82758621,"11",26.0037672994058
"3783",23.1,38.5503871,34.65191936,29.48387097,93.12903226,"12",26.9075487289671
"3784",20.5,36.50133333,33.25866667,26.83333333,95.2,"13",25.8722990009795
"3785",21.3,33.90616667,31.42633334,27.2,95.3,"14",24.7292738388338
"3786",18.1,32.722,30.48266667,29.86666667,92,"15",24.9220215286021
"3787",18.4,29.172,28.56883333,34.83333333,87.63333333,"16",23.1927910321076
"3788",20.9,36.90716667,33.56316667,38.86666667,83.9,"17",25.8584280397816
"3789",26.3,41.19666667,36.36333334,42.1,81.76666667,"18",27.2176243045366
"3790",25.2,45.15783333,38.49983334,46.53333333,80.06666667,"19",27.7713562659798
"3791",28.3,50.54233334,41.2475,49.9,78.76666667,"20",29.3393187851605
"3792",49.6,92.00133333,62.65116667,51.83333333,77.83333333,"21",52.0106291535857
"3793",24.3,54.7385,43.165,57.6,75.96666667,"22",28.6815282791704
"3794",22.6,48.0895,39.87316667,60.56666667,75,"23",24.4384289566732
"3795",24.3,48.2355,40.1455,60.83333333,74.26666667,"0",24.1172049862545
"3796",24.8,56.961,44.09933334,61.93333333,74,"1",28.4798221865913
"3797",20.7,38.55433334,34.84533334,59.83333333,73.96666667,"2",18.9959743601159
"3798",18.4,39.42545403,35.35729311,60.82758621,73.06896552,"3",18.8270457517677
"3799",16.8,40.80601076,36.14049463,61.64516129,73,"4",19.4354755325728
"3800",20.1,42.7525,37.291,62.13333333,72.43333333,"5",20.0803264573457
"3801",17.4,41.66683333,36.64366667,62.96666667,71.56666667,"6",18.9887859425137
"3802",13.8,43.1125,37.43966667,62.06666667,72.46666667,"7",20.2890421747228
"3803",14.5,37.491,34.16766667,55.4,76.3,"8",20.3043134140016
"3804",12.8,28.499,28.12516667,45.3,82.4,"9",21.4454531833742
"3805",13,22.56116667,22.55533333,36.8,88.3,"10",20.3943433173317
"3806",12,23.3142742,21.61594086,27.93548387,96.06451613,"13",20.9214006857858
"3807",11.1,15.43133334,15.43133334,26.9,97.26666667,"14",17.0359881161842
"3808",7.3,24.64966667,22.4705,32.53333333,92.6,"15",21.4513514605112
"3809",24.8,21.4105,21.4105,33.33333333,92.4,"16",20.1180232127161
"3810",14.5,25.9735,25.8505,40.4,85.96666667,"17",21.1046981321499
"3811",23,31.73733333,30.43233333,47.5,82,"18",21.8172587865651
"3812",12.5,23.14733333,22.2135,55.23333333,79.23333333,"19",16.8767563471116
"3813",7.9,11.0695,11.0695,59.93333333,76.7,"20",8.41640639361566
"3814",9.5,15.7645,15.7645,60.6,76.16666667,"21",11.3772922378936
"3815",8,15.79783333,15.79783333,61.66666667,75.66666667,"22",11.1282609841519
"3816",8.4,19.01016667,18.8705,63.56666667,74.96666667,"23",12.6027740912255
"3817",12.1,22.86883334,22.85716667,61.5,75,"0",14.1988864353727
"3818",7.9,22.85,22.83733334,59.56666667,75,"1",14.2808169829282
"3819",6.5,20.64433334,20.64433334,57.46666667,74.53333333,"2",13.3999465911268
"3820",13.5,23.31933333,23.30583334,60.16666667,73.3,"3",13.4669317246974
"3821",13,28.989,28.50716667,63.36666667,72.53333333,"4",14.698426045093
"3822",13.1,32.53583334,31.1385,64.2,73,"5",16.1059303189844
"3823",18.8,31.58383333,30.46666667,63.8,73,"6",15.7756556467533
"3824",14.8,38.40933333,34.7515,62.2,73.46666667,"7",18.5740682568202
"3825",19.3,36.41716667,33.53666667,54.93333333,77.46666667,"8",20.4761727960509
"3826",22,36.1465,33.08183334,48.23333333,80.93333333,"9",23.1189104027445
"3827",17.3,33.77666667,31.936,48.63333333,81.06666667,"10",22.1414118038799
"3828",16,31.923,30.74833334,45.06666667,83.5,"11",22.3298391020515
"3829",15.7,30.35616667,29.5365,36.66666667,89.16666667,"12",22.6436544158019
"3830",21.8,31.029,29.53366667,32.7,92,"13",23.4740326511895
"3831",16.7,27.72566667,26.5225,30.3,93.7,"14",22.622047808592
"3832",24.9,35.08733334,31.443,29.66666667,93.43333333,"15",25.2743899647087
"3833",18.9,41.97933334,36.52783334,38.46666667,85.1,"17",27.9502569090236
"3834",35.2,53.5085,42.73733334,44.8,81.23333333,"18",32.9296018630981
"3835",38.3,60.277,45.54483334,48.46666667,79.06666667,"19",34.775262633427
"3836",43.3,70.02116667,49.3855,54.1,77.2,"20",37.9212395084002
"3837",44.6,75.26533334,51.40166667,57.93333333,75.9,"21",39.9151526566777
"3838",36,70.83816667,49.679,57.66666667,75.76666667,"22",37.1195994960436
"3839",39.3,72.35183334,50.29933334,58.46666667,75.5,"23",37.8167078459132
"3840",40.2,67.04683334,48.18883334,55.56666667,74.83333333,"0",34.774596821393
"3841",34.7,67.0585,48.2345,55.8,73.16666667,"1",33.8085266485125
"3842",39.4,76.42516667,51.97266667,59.93333333,72.06666667,"2",38.3268912536797
"3843",48.4,83.4775,55.28866667,61.96666667,71.43333333,"3",42.3688775317696
"3844",42.7,83.785,55.51333333,62.83333333,71,"4",42.2895931245713
"3845",48.5,88.631,58.43283334,63.4,70.4,"5",44.7442678673791
"3846",47.2,94.30066667,62.11566667,64.5,70,"6",47.4344141766348
"3847",49.4,99.48316669,65.554,64,70.86666667,"7",50.2367722848961
"3848",48.3,93.40966667,61.52166667,58.86666667,74.53333333,"8",49.854407819669
"3849",41.6,76.37383334,52.095,52.06666667,78.73333333,"9",42.9937996806425
"3850",29.9,56.353,43.7505,49,81.03333333,"10",33.1960926808137
"3851",22.2,40.88733334,36.19966667,43.53333333,84.53333333,"11",26.1021097860543
"3852",21.2,37.72583334,34.319,35.43333333,90.3,"12",25.469890654094
"3853",27.4,45.26183334,37.954,32.86666667,92.36666667,"13",29.5128661555344
"3854",17.6,28.70966667,28.28983334,29.3,93.7,"14",23.2227258982691
"3855",17.4,29.149,28.69416667,29.9,92.53333333,"15",23.6420656822171
"3856",20.8,29.19383334,28.61433334,33.96666667,88.53333333,"16",23.2655088241084
"3857",26.1,42.48116667,36.91866667,39.33333333,84.53333333,"17",28.1535265143938
"3858",28.2,41.13016667,36.32183334,45.13333333,81.53333333,"18",26.2991892991369
"3859",34.9,51.87866667,41.9955,50.06666667,79.63333333,"19",30.3099632328972
"3860",28.8,53.733,42.79983334,53.13333333,78.26666667,"20",30.0261268518554
"3861",30.3,56.54833333,44.02016667,57,77.4,"21",30.3423067830875
"3862",31.4,61.044,45.89433333,60.03333333,76.8,"22",31.9914403419536
"3863",31,60.24,45.56766667,62.6,75.56666667,"23",30.9477118278648
"3864",27.2,60.571,45.6665,63,75.03333333,"0",30.8569166494627
"3865",24.5,60.20066667,45.5325,62.43333333,74.7,"1",30.4820691993809
"3866",29.3,56.73866667,44.112,61.9,73.6,"2",28.1417518761583
"3867",28.6,57.859,44.5685,62.03333333,72.96666667,"3",28.3279436008458
"3868",28,59.306,45.13833333,62.8,72.26666667,"4",28.6318923828192
"3869",25.4,59.05666667,45.08316667,62.73333333,72.5,"5",28.6509109124973
"3870",29.3,60.69066667,45.742,62.43333333,72.66666667,"6",29.565771781726
"3871",31,63.11316667,46.71,62.26666667,72.86666667,"7",30.9226463048178
"3872",32,55.83,43.57816667,58.16666667,75.5,"8",28.9323104334616
"3873",19.6,39.678,35.49633333,51.56666667,78.6,"9",23.1406128099857
"3874",22.2,39.66266667,35.497,47.03333333,81.13333333,"10",25.0181069988466
"3875",22.5,36.78733333,33.73783334,41.63333333,84.33333333,"11",24.8448396751905
"3876",23.4,38.6765,34.8855,37.43333333,86.7,"12",26.0811835326068
"3877",22.6,34.205,32.197,36.16666667,86.6,"13",24.6754989924066
"3878",18.5,33.68866667,31.8175,35.76666667,87.23333333,"14",24.4204561377072
"3879",21.2,30.424,29.68933333,33.8,88.5,"15",23.683435287705
"3880",25.8,33.38616667,31.71683334,34.33333333,88.1,"16",24.540832756292
"3881",35,43.082,37.27116667,40.4,82.96666667,"17",28.5845908516891
"3882",36.4,48.05816667,39.855,45.36666667,79.76666667,"18",29.5808451007711
"3883",51.9,78.65416667,53.8555,50.73333333,77.8,"19",44.4064458535403
"3884",43.1,80.16533334,54.6545,53.83333333,76.66666667,"20",44.1558218918059
"3885",42.8,78.90133333,53.80216667,57.16666667,75.43333333,"21",42.1412628556949
"3886",37.8,70.46266667,49.52683334,61.03333333,74.2,"22",35.8039075121029
"3887",36.1,69.28616667,49.14783333,62.86666667,73.36666667,"23",34.6348414856752
"3888",39.5,70.28166667,49.47583334,64.3,72.4,"0",34.7170395321364
"3889",35.3,71.7765,50.221,64.46666667,71.76666667,"1",35.2354058315852
"3890",38.8,72.22583333,50.23816667,64.53333333,70.83333333,"2",34.9107745536445
"3891",40.4,74.5125,51.17283334,67.6,69.86666667,"3",36.078908168049
"3892",39.8,76.397,51.86266667,67.96666667,69.03333333,"4",36.7907198807264
"3893",37.2,74.68383334,51.26916667,67.36666667,68.93333333,"5",35.530607241418
"3894",35.9,75.9005,51.77316667,66.06666667,69,"6",36.1774434672787
"3895",39.8,88.3545,58.39516667,64.86666667,70.16666667,"7",44.5409286199562
"3896",35.3,74.33166667,51.00483333,58.9,73.56666667,"8",37.9788230242506
"3897",40.7,66.37,47.95316667,47.73333333,80.23333333,"9",38.5246475157913
"3898",31.3,54.4765,43.1075,39.23333333,85.96666667,"10",34.0211624259351
"3899",33.5,49.9255,41.00766667,33.73333333,89.7,"11",32.396424672091
"3900",28.9,41.86066667,36.72616667,30,92.73333333,"12",28.5062532269349
"3901",32.9,41.45033334,36.41283333,26.3,95.46666667,"13",28.1843972213002
"3902",32.1,43.13698851,37.35035632,28.62068966,92.65517241,"14",29.6368053926803
"3903",27.6,45.564,38.779,32.33333333,90.13333333,"15",30.4124687101049
"3904",34.1,40.31783334,35.86,30.7,90.13333333,"16",28.2096305717928
"3905",39.2,48.84946552,40.36995403,38.26666667,84.16666667,"17",32.014735441115
"3906",44,60.18766667,45.415,43.8,80.46666667,"18",36.4493873315024
"3907",54.2,72.5908046,50.4149023,49.62068966,78.5862069,"19",41.1336626880114
"3908",51.9,73.54583334,50.82133333,52.96666667,77.16666667,"20",40.3128341537933
"3909",54.7,84.96933333,56.23416667,55.56666667,76.16666667,"21",46.5791556099694
"3910",45.2,76.81283334,52.33883334,58.2,75,"22",40.4311228063063
"3911",36.1,68.13166667,48.66616667,59.4,74.23333333,"23",34.5471580523487
"3912",40.1,74.56566667,51.105,63.43333333,73.5,"0",37.9772582946676
"3913",43.4,78.079,52.58916667,64.36666667,73,"1",40.0072774656265
"3914",46.6,81.43333333,54.14533333,65.5,73,"2",42.2740365018975
"3915",41.7,83.4355,55.29866667,65.86666667,72.53333333,"3",43.2869526260367
"3916",50.8,81.30733334,54.152,65.5,72.03333333,"4",41.5962750349489
"3917",49.7,88.611,58.47483334,66.16666667,71.66666667,"5",45.808298177067
"3918",56.1,97.83199999,64.47516667,65.86666667,71.83333333,"6",50.348132872818
"3919",50.6,90.47166667,59.6085,63.83333333,72.13333333,"7",46.8822245921873
"3920",52.4,87.92366667,58.03233334,60.6,73.6,"8",46.3575839305258
"3921",46.5,80.22001724,53.58574713,54.23333333,77.2,"9",44.3510502747315
"3922",36.7,72.286,50.217,43.6,84.26666667,"10",42.9102840825544
"3923",36.6,63.2305,46.72083333,32.36666667,92.86666667,"11",38.7875639102801
"3924",37.5,50.42216667,41.35933334,26.1,97.26666667,"12",32.3602726802782
"3925",31.6,46.95916667,39.51983333,24.03333333,100.4666667,"13",30.8762347607605
"3926",35.8,44.39816667,38.19466667,23.63333333,100.1666667,"14",29.5493552846814
"3927",35.9,42.44083334,37.08433334,24.26666667,98.86666667,"15",28.3222382893479
"3928",31.4,44.3275,38.06933334,26.36666667,95.9,"16",29.4768055215197
"3929",37,48.59883334,40.27066667,33.06666667,88.9,"17",32.039597459721
"3930",46.4,68.13883334,48.878,42.23333333,83.5,"18",41.0628764621203
"3931",46.9,70.67183334,49.80466667,47.7,80.8,"19",41.1362054794955
"3932",46.8,73.2535,50.80566667,53.5,78.36666667,"20",40.5313825473391
"3933",45.1,73.54716667,50.8645,54.96666667,76.7,"21",39.6810613142157
"3934",47.1,77.72866667,52.473,58.76666667,75.26666667,"22",41.0983399632127
"3935",51,82.877,54.93466667,59.8,75.06666667,"23",44.2041904075563
"3936",45.5,82.72316667,54.9035,60,75.13333333,"0",44.1289765051984
"3937",50,83.64733334,55.41866667,59.76666667,74.3,"1",44.2783441929736
"3938",44,80.70466667,53.86966667,59.96666667,73.56666667,"2",42.0018607057159
"3939",49.3,84.213,55.72283334,61.33333333,72.63333333,"3",43.5850418450268
"3940",49.8,85.72116667,56.67033334,60.23333333,72.56666667,"4",44.4904570532902
"3941",48,77.53866667,52.39666667,57.43333333,73,"5",39.8833056183922
"3942",44.1,78.29216667,52.82083333,57.83333333,73,"6",40.3184542256194
"3943",50.9,84.6365,56.06283334,58.56666667,73.8,"7",44.7109233721479
"3944",45.7,97.33333332,64.9305,54.36666667,76.06666667,"8",53.11677642597
"3945",37.4,73.75116667,50.76383334,46.7,80.3,"9",43.207462502751
"3946",37.4,63.70483334,46.93183333,37.1,87.16666667,"10",38.9304916834068
"3947",37.7,55.49183334,43.609,30.33333333,92.46666667,"11",35.6955892110094
"3948",41.5,55.44806897,43.55359196,26.17241379,96.75862069,"12",35.0881437608116
"3949",34.4,49.09982258,40.59703764,22.93548387,99.64516129,"13",32.186986944919
"3950",33.7,49.01583334,40.55966667,21.73333333,100.7,"14",32.4417667083156
"3951",34.5,46.39783333,39.22916667,21.86666667,100.3666667,"15",30.969086965913
"3952",32.8,42.98333334,37.402,23.73333333,97.56666667,"16",28.8812412674851
"3953",39.5,47.455,39.74183334,30.3,90.3,"17",32.061578736626
"3954",41.9,58.11066667,44.63283333,37.96666667,84.13333333,"18",36.8883655160869
"3955",43.8,64.61516667,47.303,44.4,81.36666667,"19",38.6924743137123
"3956",46,71.91233334,50.12116667,48.7,79.23333333,"20",41.198912854385
"3957",48.2,81.14133334,54.11916667,51.56666667,77.4,"21",45.6287674049924
"3958",48.9,84.212,55.70716667,54.06666667,76.03333333,"22",46.3512368171006
"3959",44.7,80.48483334,53.689,56.86666667,74.8,"23",42.8837402180821
"3960",40.2,81.09683333,54.10216667,59.03333333,73.96666667,"0",42.5539897439066
"3961",45.2,84.23683333,55.75033334,61.36666667,73.23333333,"1",43.9609469130417
"3962",46.3,87.79366667,57.88116667,64.06666667,72,"2",45.3594671258636
"3963",38.5,77.32566667,52.2205,63.36666667,72,"3",38.8369822428362
"3964",38.2,74.58516667,51.16933334,61.83333333,73,"4",37.6563567033047
"3965",38.6,71.05466667,49.77483334,61.6,72.76666667,"5",35.3173008527135
"3966",37.4,72.9015,50.554,60.93333333,72.66666667,"6",36.4073069084191
"3967",40.9,76.97166667,52.45833333,58.73333333,73.4,"7",39.5953735821123
"3968",36.4,73.7055,51.18166667,55.86666667,75,"8",38.7870111570505
"3969",44.8,75.263,51.49016667,52.66666667,76.66666667,"9",41.2439375805265
"3970",46.3,74.9225,51.24383333,48.76666667,79.46666667,"10",43.1529063198538
"3971",48.6,80.86316667,54.01866667,46.2,81.66666667,"11",48.1151229167323
"3972",39.8,69.63783334,49.30283334,35.16666667,90.03333333,"12",42.2180861793382
"3973",41,62.60083333,46.53216667,27.53333333,96.56666667,"13",38.3527616539587
"3974",36.4,53.299,42.5415,23.9,99.46666667,"14",34.1918182199068
"3975",35.5,44.1465,38.01783333,21.56666667,100.2333333,"15",29.7854931282888
"3976",29,41.58466667,36.58916667,21.96666667,97.36666667,"16",28.5323893449216
"3977",30,42.5655,36.965,27.56666667,90.1,"17",30.3396896071176
"3978",45.6,62.94183334,46.50966667,34.93333333,83.83333333,"18",40.3519162543367
"3979",54.3,84.28666667,56.75616667,42.16666667,80.73333333,"19",51.3151463043812
"3980",45.7,74.18183334,50.99833334,49.43333333,78.16666667,"20",42.0094617082489
"3981",38.3,76.47833333,51.86016667,56.13333333,75.66666667,"21",40.8503313099522
"3982",40.2,75.02366667,51.25616667,59.46666667,74.3,"22",38.7814271813242
"3983",39.8,74.66383333,51.138,61.33333333,73.5,"23",38.0074600649101
"3984",36.4,70.78033334,49.678,61.7,73.16666667,"0",35.3913917332309
"3985",33.5,67.38416667,48.35383334,61.36666667,73,"1",33.3132718015809
"3986",33.2,66.57033334,48.0415,60.93333333,73,"2",32.8693630350065
"3987",29.9,61.31633334,45.94366667,61.23333333,72.96666667,"3",30.0676231035176
"3988",24.3,58.777,44.925,62.4,72.76666667,"4",28.6680647563121
"3989",35.1,67.14316667,48.251,63,72.83333333,"5",33.0915153282741
"3990",38.2,76.61383334,52.06216667,62.06666667,73.66666667,"6",39.3519160020219
"3991",40.1,81.24483334,54.059,61.2,74.1,"7",42.5939858948758
"3992",38.6,76.46683333,51.89883333,55.4,77.23333333,"8",41.708715815344
"3993",38.2,64.7075,47.26333334,48.4,81.3,"9",37.6286451072154
"3994",31.6,53.98066667,42.86733334,45.73333333,83.66666667,"10",32.669838083743
"3995",26.1,50.15683334,41.0105,39.73333333,88.66666667,"11",30.8653224011319
"3996",30.4,39.483,34.93066667,31.53333333,95.56666667,"12",25.5463914994959
"3997",14.8,21.29483333,20.9785,34.26666667,92.9,"13",19.5871199458989
"3998",8.6,13.54283333,13.50316667,31.53333333,95.16666667,"14",15.1305113737215
"3999",7.8,18.80383334,18.03516667,30.56666667,95.7,"15",18.3623766659163
"4000",22.1,18.76433334,18.6495,31.2,94.36666667,"16",18.7651357191079
"4001",24.5,32.35816667,30.90133334,40.76666667,87.5,"17",22.386880628927
"4002",29,44.58816667,38.15683334,47.26666667,83.73333333,"18",27.2292073522291
"4003",37.5,56.459,43.95183334,53.26666667,80.8,"19",32.1768815717797
"4004",31.7,56.28602299,43.85321839,56.37931034,79,"20",30.9731585280473
"4005",34.4,60.43172989,45.62368966,59.5862069,77.86206897,"21",32.1881425062477
"4006",30.9,58.22916667,44.74266667,62.4,77,"22",30.618174529575
"4007",70.2,64.96316667,47.43066667,62.76666667,76.96666667,"23",34.0557756732969
"4008",32.3,66.14816667,47.89833334,62.06666667,77.3,"0",34.8380996385072
"4009",33.9,60.80066667,45.77616667,61.96666667,77.16666667,"1",31.9767414937263
"4010",25.6,44.3215,38.08916667,61.36666667,77,"2",23.3426037155477
"4011",19.9,42.3925,36.95833334,61.3,76.3,"3",22.0025432214102
"4012",27.4,51.38783334,41.7265,62.9,75.96666667,"4",26.6667692913203
"4013",21.1,43.378,37.58816667,62.43333333,75.93333333,"5",22.3407527414425
"4014",21.3,47.84666667,39.99,63.86666667,75.06666667,"6",24.3735629284001
"4015",24.1,50.32683334,41.25816667,63.33333333,75.16666667,"7",25.7269428646458
"4016",30,57.30433333,44.33483334,60.83333333,76.7,"8",30.0349535884606
"4017",27.5,52.18847701,42.05077586,56.31034483,78.68965517,"9",28.7751797798876
"4018",28.6,47.28454598,39.67862644,52.82758621,80.68965517,"10",27.4623005807067
"4019",27.1,53.22933334,42.55166667,50.53333333,82.23333333,"11",31.2603767897101
"4020",24.9,45.03701724,38.33253449,46.6,84.5,"12",27.4091160212924
"4021",23.9,46.46383333,38.9695,43.6,86.96666667,"13",28.1556995022819
"4022",22.9,40.03316667,35.67983334,39.06666667,90,"14",25.4797912121975
"4023",28.1,42.0155,36.84366667,40.2,88.83333333,"15",26.3373701512674
"4024",30.2,44.99716667,38.52783333,40.23333333,88.8,"16",27.9072036161062
"4025",31.9,44.77816667,38.31866667,45.3,84.33333333,"17",27.6904255726127
"4026",45.3,54.79516667,43.18916667,50.13333333,81.66666667,"18",32.1716155823626
"4027",42.9,66.08816667,47.851,56.7,79.5,"19",36.1236677303452
"4028",37,69.57,49.16783334,60.2,78.03333333,"20",37.1561520798179
"4029",40.3,74.05216667,50.91266667,61.7,76.63333333,"21",39.2316769787729
"4030",41.8,77.629,52.40683334,62.53333333,76.66666667,"22",41.5528039020765
"4031",38.5,76.55366667,51.891,61.1,76.96666667,"23",40.9989929151741
"4032",43.9,75.74783334,51.663,61.13333333,76.73333333,"0",40.3710638249407
"4033",39.9,72.3625,50.26633334,64,74.73333333,"1",37.3074809263706
"4034",31,65.67166667,47.70616667,64.66666667,74.36666667,"2",33.2642611437578
"4035",33.2,65.43333334,47.595,63.9,74.96666667,"3",33.3945503088646
"4036",33.7,61.49666667,46.04683334,63.16666667,74.8,"4",31.2101943798583
"4037",28.6,58.30166667,44.7745,63.23333333,74.16666667,"5",29.2697771087587
"4038",27,57.4745,44.41316667,62.13333333,74.36666667,"6",28.938756437104
"4039",31.5,64.31883334,47.67983333,61.03333333,75.2,"7",32.8654882857915
"4040",37.2,64.94966667,47.3945,56.76666667,77.56666667,"8",34.7281776616307
"4041",37.1,63.98883334,47.06816667,56.2,77.63333333,"9",34.3386978691579
"4042",32.5,61.20883334,45.86716667,50.93333333,80.56666667,"10",35.0559858374749
"4043",40.3,68.8435,48.99516667,42,87.06666667,"11",40.3257810413185
"4044",39.4,62.2065,46.28716667,32.3,95.2,"12",37.2083208289388
"4045",36.1,54.84083334,43.2315,26.23333333,100.9333333,"13",34.5260957455617
"4046",37,48.56316667,40.35116667,23.43333333,102.7,"14",32.0824867560256
"4047",31.3,44.03166667,37.90633333,23.06666667,101.9,"15",29.6605330456346
"4048",28.3,44.77966667,38.13766667,26.7,96.1,"16",29.5411531061894
"4049",47.6,67.18183333,50.15683334,32.46666667,90.76666667,"17",41.5162413320816
"4050",64.8,92.46766667,62.65566667,39.53333333,86.43333333,"18",55.4887915677292
"4051",50,88.34066667,59.58233334,43.7,84.73333333,"19",52.7161627448815
"4052",45.4,68.58983333,49.2085,47.43333333,82.8,"20",39.9913656404919
"4053",42.3,65.57116667,47.67133334,52.76666667,79.33333333,"21",36.5546351449494
"4054",41.3,70.3775,49.57266667,56.76666667,77.36666667,"22",37.7187280449318
"4055",36.4,66.3305,48.00466667,59.6,75.66666667,"23",34.2617752441698
"4056",30.4,58.7295,44.93666667,60.83333333,74.93333333,"0",29.8836023988329
"4057",27.6,58.2975,44.77966667,61.93333333,74.1,"1",29.202124724216
"4058",30.3,59.56516667,45.27033334,62.03333333,74,"2",29.7793415641767
"4059",37.1,66.7397069,48.12744828,62.26666667,74,"3",33.5295091244259
"4060",36.1,69.61066667,49.187,63.1,73.5,"4",34.9117090894282
"4061",31.4,69.63716667,49.215,64.7,72.96666667,"5",34.7141492987087
"4062",44.3,92.906,61.57633333,65.16666667,73,"6",48.755290793352
"4063",43.6,95.7475,63.0975,64.8,72.9,"7",49.9893078553462
"4064",44.6,92.38183333,60.84083334,60.86666667,75.36666667,"8",49.6499772726707
"4065",49.1,95.2455,62.73266667,50.23333333,82.1,"9",55.0203103521903
"4066",50,93.04883334,61.38533334,37.36666667,91.16666667,"10",55.3549484970126
"4067",43.7,73.99683334,51.21833333,28.03333333,97.73333333,"11",44.4266411794229
"4068",31.7,51.861,41.8445,23.26666667,102.3,"12",33.8519429080339
"4069",31.7,41.40183333,36.45466667,21.23333333,103.9666667,"13",28.5822441634781
"4070",26.8,35.76,33.141,20.33333333,104.8,"14",25.9948118890305
"4071",28.3,35.933,33.26266667,21.03333333,103.8333333,"15",26.1329568182935
"4072",25.5,34.39016667,32.30966667,24.16666667,99.33333333,"16",24.7396539095326
"4073",30.2,43.2885,37.35583333,30.13333333,92.9,"17",29.1395749345004
