"","BAM","PA_CF_1","PA_CF_ATM","PA_RH","PA_Temp","hour","Predicted_Corrected_1_pred"
"2801",54.9,80.29416667,53.717,56,81.33333333,"22",45.3955198250001
"2802",38.5,62.089,46.3095,56.33333333,80.93333333,"23",34.4241176259198
"2803",25.9,44.11683333,37.98083334,59.1,79.9,"0",24.5051841197133
"2804",23.6,51.18683334,41.59366667,62.73333333,79.1,"1",27.9214878869846
"2805",29.9,55.31133334,43.43066667,62.5,79.23333333,"2",30.0891178800134
"2806",24.3,49.11233333,40.65766667,62.36666667,79.33333333,"3",26.8926311478943
"2807",24.3,54.357,43.0985,63.26666667,78.96666667,"4",29.532466117727
"2808",28.5,57.279,44.35433334,64.33333333,78.36666667,"5",30.8312027978124
"2809",25.6,60.57583334,45.668,64.8,78.2,"6",32.4486582918161
"2810",23.9,65.8235,47.75083334,62.16666667,80.06666667,"7",35.718132726432
"2811",23.4,59.51183333,45.18133333,52.46666667,85.1,"8",33.2225413893485
"2812",21,38.99583333,34.99533334,43.5,89.93333333,"9",23.6891998543363
"2813",9.2,31.35283333,29.99166667,38.36666667,92.66666667,"10",21.5815309309207
"2814",16.7,26.97683334,26.68766667,29.3,99.9,"11",21.0280219105219
"2815",7.9,17.22483334,17.21233334,24.23333333,103.8,"12",18.8443297877073
"2816",13.7,11.46666667,11.46666667,22.5,104.0666667,"13",15.3505527210605
"2817",8.7,8.934,8.934,21.7,104.4333333,"14",13.5056031946927
"2818",8.6,9.642,9.642,22.73333333,103.2333333,"15",13.9970786387558
"2819",11.7,11.0705,11.0705,27.56666667,97.16666667,"16",13.8258494198511
"2820",16.8,19.49583333,19.49566667,33.6,90.5,"17",19.706214299669
"2821",29.4,39.0275,34.6705,37.5,87.53333333,"18",25.976316359983
"2822",33.7,49.2175,40.555,41.66666667,85.4,"19",30.7557888330832
"2823",31.4,51.0635,41.51166667,44.63333333,83.76666667,"20",31.4388659378615
"2824",32.1,58.26566667,44.74266667,47.36666667,82.36666667,"21",34.6171425395467
"2825",39.5,64.99,47.4765,51.33333333,81.5,"22",37.0479146891445
"2826",36,67.47133333,48.431,53.53333333,80.5,"23",37.7699512044626
"2827",41.2,72.31766667,50.242,54.43333333,79.5,"0",40.1779984693056
"2828",39.1,78.42116667,52.70333334,57.23333333,78.43333333,"1",43.18865173272
"2829",42.7,79.9945,53.32716667,57.9,78,"2",43.9347105635794
"2830",43.7,84.4795,55.75316667,59,77.76666667,"3",46.5278999247423
"2831",47.5,89.61116667,59.03966667,60.3,77,"4",49.0261062099762
"2832",48,96.37966667,63.52566667,61.8,77,"5",52.2790315105714
"2833",54.4,108.5261667,71.6055,61.9,76.3,"6",56.8805148841982
"2834",58.4,121.2455,80.07,59.73333333,78.7,"7",64.2666467497756
"2835",60.1,115.3673333,76.14233334,47.33333333,84.13333333,"8",63.8567205408197
"2836",38.7,71.856,50.4065,32.6,90.63333333,"9",44.2527551622259
"2837",28.4,47.38066667,39.602,21.86666667,97.23333333,"10",31.6643305312605
"2838",26.6,35.97916667,33.24883334,16.36666667,101.2333333,"11",26.2112060294634
"2839",23.7,30.18783333,29.3625,13.4,104.2333333,"12",24.0126953436666
