Date and time (Before time stamp),BAM-PM2.5,BC,PA-PM2.5 (CF=1),PA-PM2.5 (CF=ATM),PA-RH,PA-Temperature
03-06-2019 00:00,NaN,NaN,NaN,NaN,NaN,NaN
03-06-2019 01:00,NaN,NaN,NaN,NaN,NaN,NaN
03-06-2019 02:00,NaN,NaN,NaN,NaN,NaN,NaN
03-06-2019 03:00,NaN,NaN,NaN,NaN,NaN,NaN
03-06-2019 04:00,NaN,NaN,NaN,NaN,NaN,NaN
03-06-2019 05:00,NaN,NaN,NaN,NaN,NaN,NaN
03-06-2019 06:00,NaN,NaN,NaN,NaN,NaN,NaN
03-06-2019 07:00,NaN,NaN,NaN,NaN,NaN,NaN
03-06-2019 08:00,NaN,NaN,NaN,NaN,NaN,NaN
03-06-2019 09:00,NaN,NaN,NaN,NaN,NaN,NaN
03-06-2019 10:00,NaN,NaN,NaN,NaN,NaN,NaN
03-06-2019 11:00,NaN,NaN,NaN,NaN,NaN,NaN
03-06-2019 12:00,NaN,NaN,NaN,NaN,NaN,NaN
03-06-2019 13:00,NaN,NaN,NaN,NaN,NaN,NaN
03-06-2019 14:00,NaN,NaN,NaN,NaN,NaN,NaN
03-06-2019 15:00,NaN,NaN,NaN,NaN,NaN,NaN
03-06-2019 16:00,NaN,NaN,NaN,NaN,NaN,NaN
03-06-2019 17:00,NaN,NaN,NaN,NaN,NaN,NaN
03-06-2019 18:00,NaN,NaN,NaN,NaN,NaN,NaN
03-06-2019 19:00,NaN,NaN,NaN,NaN,NaN,NaN
03-06-2019 20:00,NaN,NaN,NaN,NaN,NaN,NaN
03-06-2019 21:00,NaN,NaN,NaN,NaN,NaN,NaN
03-06-2019 22:00,NaN,NaN,NaN,NaN,NaN,NaN
03-06-2019 23:00,NaN,NaN,NaN,NaN,NaN,NaN
04-06-2019 00:00,NaN,NaN,NaN,NaN,NaN,NaN
04-06-2019 01:00,NaN,NaN,NaN,NaN,NaN,NaN
04-06-2019 02:00,NaN,NaN,NaN,NaN,NaN,NaN
04-06-2019 03:00,NaN,NaN,NaN,NaN,NaN,NaN
04-06-2019 04:00,NaN,NaN,NaN,NaN,NaN,NaN
04-06-2019 05:00,NaN,NaN,NaN,NaN,NaN,NaN
04-06-2019 06:00,NaN,NaN,NaN,NaN,NaN,NaN
04-06-2019 07:00,NaN,NaN,NaN,NaN,NaN,NaN
04-06-2019 08:00,NaN,NaN,NaN,NaN,NaN,NaN
04-06-2019 09:00,NaN,NaN,NaN,NaN,NaN,NaN
04-06-2019 10:00,NaN,NaN,NaN,NaN,NaN,NaN
04-06-2019 11:00,NaN,NaN,NaN,NaN,NaN,NaN
04-06-2019 12:00,NaN,NaN,NaN,NaN,NaN,NaN
04-06-2019 13:00,NaN,NaN,NaN,NaN,NaN,NaN
04-06-2019 14:00,NaN,NaN,NaN,NaN,NaN,NaN
04-06-2019 15:00,NaN,NaN,NaN,NaN,NaN,NaN
04-06-2019 16:00,NaN,NaN,NaN,NaN,NaN,NaN
04-06-2019 17:00,NaN,NaN,NaN,NaN,NaN,NaN
04-06-2019 18:00,NaN,NaN,NaN,NaN,NaN,NaN
04-06-2019 19:00,NaN,NaN,NaN,NaN,NaN,NaN
04-06-2019 20:00,NaN,NaN,NaN,NaN,NaN,NaN
04-06-2019 21:00,NaN,NaN,NaN,NaN,NaN,NaN
04-06-2019 22:00,NaN,NaN,NaN,NaN,NaN,NaN
04-06-2019 23:00,NaN,NaN,NaN,NaN,NaN,NaN
05-06-2019 00:00,NaN,NaN,NaN,NaN,NaN,NaN
05-06-2019 01:00,NaN,NaN,NaN,NaN,NaN,NaN
05-06-2019 02:00,NaN,NaN,NaN,NaN,NaN,NaN
05-06-2019 03:00,NaN,NaN,NaN,NaN,NaN,NaN
05-06-2019 04:00,NaN,NaN,NaN,NaN,NaN,NaN
05-06-2019 05:00,NaN,NaN,NaN,NaN,NaN,NaN
05-06-2019 06:00,NaN,NaN,NaN,NaN,NaN,NaN
05-06-2019 07:00,NaN,NaN,NaN,NaN,NaN,NaN
05-06-2019 08:00,NaN,NaN,NaN,NaN,NaN,NaN
05-06-2019 09:00,NaN,NaN,NaN,NaN,NaN,NaN
05-06-2019 10:00,NaN,NaN,NaN,NaN,NaN,NaN
05-06-2019 11:00,NaN,NaN,NaN,NaN,NaN,NaN
05-06-2019 12:00,NaN,NaN,NaN,NaN,NaN,NaN
05-06-2019 13:00,NaN,NaN,NaN,NaN,NaN,NaN
05-06-2019 14:00,NaN,NaN,NaN,NaN,NaN,NaN
05-06-2019 15:00,NaN,NaN,NaN,NaN,NaN,NaN
05-06-2019 16:00,NaN,NaN,NaN,NaN,NaN,NaN
05-06-2019 17:00,NaN,NaN,NaN,NaN,NaN,NaN
05-06-2019 18:00,NaN,NaN,NaN,NaN,NaN,NaN
05-06-2019 19:00,NaN,NaN,NaN,NaN,NaN,NaN
05-06-2019 20:00,NaN,NaN,NaN,NaN,NaN,NaN
05-06-2019 21:00,NaN,NaN,NaN,NaN,NaN,NaN
05-06-2019 22:00,NaN,NaN,NaN,NaN,NaN,NaN
05-06-2019 23:00,NaN,NaN,NaN,NaN,NaN,NaN
06-06-2019 00:00,NaN,NaN,NaN,NaN,NaN,NaN
06-06-2019 01:00,NaN,NaN,NaN,NaN,NaN,NaN
06-06-2019 02:00,NaN,NaN,NaN,NaN,NaN,NaN
06-06-2019 03:00,NaN,NaN,NaN,NaN,NaN,NaN
06-06-2019 04:00,NaN,NaN,NaN,NaN,NaN,NaN
06-06-2019 05:00,NaN,NaN,NaN,NaN,NaN,NaN
06-06-2019 06:00,NaN,NaN,NaN,NaN,NaN,NaN
06-06-2019 07:00,NaN,NaN,NaN,NaN,NaN,NaN
06-06-2019 08:00,NaN,NaN,NaN,NaN,NaN,NaN
06-06-2019 09:00,NaN,NaN,NaN,NaN,NaN,NaN
06-06-2019 10:00,NaN,NaN,NaN,NaN,NaN,NaN
06-06-2019 11:00,NaN,NaN,NaN,NaN,NaN,NaN
06-06-2019 12:00,NaN,NaN,NaN,NaN,NaN,NaN
06-06-2019 13:00,NaN,NaN,NaN,NaN,NaN,NaN
06-06-2019 14:00,NaN,NaN,NaN,NaN,NaN,NaN
06-06-2019 15:00,NaN,NaN,NaN,NaN,NaN,NaN
06-06-2019 16:00,NaN,NaN,NaN,NaN,NaN,NaN
06-06-2019 17:00,NaN,NaN,NaN,NaN,NaN,NaN
06-06-2019 18:00,NaN,NaN,NaN,NaN,NaN,NaN
06-06-2019 19:00,NaN,NaN,NaN,NaN,NaN,NaN
06-06-2019 20:00,NaN,NaN,NaN,NaN,NaN,NaN
06-06-2019 21:00,NaN,NaN,NaN,NaN,NaN,NaN
06-06-2019 22:00,NaN,NaN,NaN,NaN,NaN,NaN
06-06-2019 23:00,NaN,NaN,NaN,NaN,NaN,NaN
07-06-2019 00:00,NaN,NaN,NaN,NaN,NaN,NaN
07-06-2019 01:00,NaN,NaN,NaN,NaN,NaN,NaN
07-06-2019 02:00,NaN,NaN,NaN,NaN,NaN,NaN
07-06-2019 03:00,NaN,NaN,NaN,NaN,NaN,NaN
07-06-2019 04:00,NaN,NaN,NaN,NaN,NaN,NaN
07-06-2019 05:00,NaN,NaN,NaN,NaN,NaN,NaN
07-06-2019 06:00,NaN,NaN,NaN,NaN,NaN,NaN
07-06-2019 07:00,NaN,NaN,NaN,NaN,NaN,NaN
07-06-2019 08:00,NaN,NaN,NaN,NaN,NaN,NaN
07-06-2019 09:00,NaN,NaN,NaN,NaN,NaN,NaN
07-06-2019 10:00,NaN,NaN,NaN,NaN,NaN,NaN
07-06-2019 11:00,NaN,NaN,NaN,NaN,NaN,NaN
07-06-2019 12:00,NaN,NaN,NaN,NaN,NaN,NaN
07-06-2019 13:00,NaN,NaN,NaN,NaN,NaN,NaN
07-06-2019 14:00,NaN,NaN,NaN,NaN,NaN,NaN
07-06-2019 15:00,NaN,NaN,NaN,NaN,NaN,NaN
07-06-2019 16:00,NaN,NaN,NaN,NaN,NaN,NaN
07-06-2019 17:00,NaN,NaN,NaN,NaN,NaN,NaN
07-06-2019 18:00,NaN,NaN,NaN,NaN,NaN,NaN
07-06-2019 19:00,NaN,NaN,NaN,NaN,NaN,NaN
07-06-2019 20:00,NaN,NaN,NaN,NaN,NaN,NaN
07-06-2019 21:00,NaN,NaN,NaN,NaN,NaN,NaN
07-06-2019 22:00,NaN,NaN,NaN,NaN,NaN,NaN
07-06-2019 23:00,NaN,NaN,NaN,NaN,NaN,NaN
08-06-2019 00:00,NaN,NaN,NaN,NaN,NaN,NaN
08-06-2019 01:00,NaN,NaN,NaN,NaN,NaN,NaN
08-06-2019 02:00,NaN,NaN,NaN,NaN,NaN,NaN
08-06-2019 03:00,NaN,NaN,NaN,NaN,NaN,NaN
08-06-2019 04:00,NaN,NaN,NaN,NaN,NaN,NaN
08-06-2019 05:00,NaN,NaN,NaN,NaN,NaN,NaN
08-06-2019 06:00,NaN,NaN,NaN,NaN,NaN,NaN
08-06-2019 07:00,NaN,NaN,NaN,NaN,NaN,NaN
08-06-2019 08:00,NaN,NaN,NaN,NaN,NaN,NaN
08-06-2019 09:00,NaN,NaN,NaN,NaN,NaN,NaN
08-06-2019 10:00,NaN,NaN,NaN,NaN,NaN,NaN
08-06-2019 11:00,NaN,NaN,NaN,NaN,NaN,NaN
08-06-2019 12:00,NaN,NaN,NaN,NaN,NaN,NaN
08-06-2019 13:00,NaN,NaN,NaN,NaN,NaN,NaN
08-06-2019 14:00,NaN,NaN,NaN,NaN,NaN,NaN
08-06-2019 15:00,NaN,NaN,NaN,NaN,NaN,NaN
08-06-2019 16:00,NaN,NaN,NaN,NaN,NaN,NaN
08-06-2019 17:00,NaN,NaN,NaN,NaN,NaN,NaN
08-06-2019 18:00,NaN,NaN,NaN,NaN,NaN,NaN
08-06-2019 19:00,NaN,NaN,NaN,NaN,NaN,NaN
08-06-2019 20:00,NaN,NaN,NaN,NaN,NaN,NaN
08-06-2019 21:00,NaN,NaN,NaN,NaN,NaN,NaN
08-06-2019 22:00,NaN,NaN,NaN,NaN,NaN,NaN
08-06-2019 23:00,NaN,NaN,NaN,NaN,NaN,NaN
09-06-2019 00:00,NaN,NaN,NaN,NaN,NaN,NaN
09-06-2019 01:00,NaN,NaN,NaN,NaN,NaN,NaN
09-06-2019 02:00,NaN,NaN,NaN,NaN,NaN,NaN
09-06-2019 03:00,NaN,NaN,NaN,NaN,NaN,NaN
09-06-2019 04:00,NaN,NaN,NaN,NaN,NaN,NaN
09-06-2019 05:00,NaN,NaN,NaN,NaN,NaN,NaN
09-06-2019 06:00,NaN,NaN,NaN,NaN,NaN,NaN
09-06-2019 07:00,NaN,NaN,NaN,NaN,NaN,NaN
09-06-2019 08:00,NaN,NaN,NaN,NaN,NaN,NaN
09-06-2019 09:00,NaN,NaN,NaN,NaN,NaN,NaN
09-06-2019 10:00,NaN,NaN,NaN,NaN,NaN,NaN
09-06-2019 11:00,NaN,NaN,NaN,NaN,NaN,NaN
09-06-2019 12:00,NaN,NaN,NaN,NaN,NaN,NaN
09-06-2019 13:00,NaN,NaN,NaN,NaN,NaN,NaN
09-06-2019 14:00,NaN,NaN,NaN,NaN,NaN,NaN
09-06-2019 15:00,NaN,NaN,NaN,NaN,NaN,NaN
09-06-2019 16:00,NaN,NaN,NaN,NaN,NaN,NaN
09-06-2019 17:00,NaN,NaN,NaN,NaN,NaN,NaN
09-06-2019 18:00,NaN,NaN,NaN,NaN,NaN,NaN
09-06-2019 19:00,NaN,NaN,NaN,NaN,NaN,NaN
09-06-2019 20:00,NaN,NaN,NaN,NaN,NaN,NaN
09-06-2019 21:00,NaN,NaN,NaN,NaN,NaN,NaN
09-06-2019 22:00,NaN,NaN,NaN,NaN,NaN,NaN
09-06-2019 23:00,NaN,NaN,14.03993922,14.03993922,56.94318182,82.65909091
10-06-2019 00:00,NaN,NaN,14.64987374,14.16851136,57.55151516,81.96666667
10-06-2019 01:00,NaN,NaN,9.680632614,9.680632614,59.32142857,80.76190477
10-06-2019 02:00,NaN,NaN,12.24496733,12.24496733,60.97539683,80.11031746
10-06-2019 03:00,NaN,NaN,9.749488636,9.749488636,58.57954546,80.75
10-06-2019 04:00,NaN,NaN,9.450344326,9.450344326,56.74815011,80.8615222
10-06-2019 05:00,NaN,NaN,10.2922899,10.2922899,56.94371036,79.59645877
10-06-2019 06:00,NaN,NaN,18.68054546,18.61741793,57.42752526,79.14671717
10-06-2019 07:00,NaN,NaN,23.58858313,23.27625137,56.7260101,80.21590909
10-06-2019 08:00,NaN,NaN,24.04420807,23.88176659,54.02626263,83.56868687
10-06-2019 09:00,NaN,NaN,21.9565967,21.61559285,48.72145877,87.25766385
10-06-2019 10:00,NaN,NaN,19.58842708,19.58811458,44.01666667,88.47708334
10-06-2019 11:00,NaN,NaN,NaN,NaN,NaN,NaN
10-06-2019 12:00,NaN,NaN,NaN,NaN,NaN,NaN
10-06-2019 13:00,NaN,NaN,NaN,NaN,NaN,NaN
10-06-2019 14:00,NaN,NaN,NaN,NaN,NaN,NaN
10-06-2019 15:00,NaN,NaN,10.38628472,10.38628472,37.29861111,92.97916667
10-06-2019 16:00,NaN,NaN,11.75994445,11.75711111,36.82222223,93.3
10-06-2019 17:00,NaN,NaN,10.34777778,10.34777778,41.13333334,90.51111111
10-06-2019 18:00,NaN,NaN,16.27061111,16.26538889,47.61111111,86.66666667
10-06-2019 19:00,NaN,NaN,14.84005556,14.82605556,50.65555556,84.64444444
10-06-2019 20:00,NaN,NaN,14.92016667,14.86866667,51.48888889,83.8
10-06-2019 21:00,NaN,NaN,11.86222222,11.86222222,52.28888889,82.88888889
10-06-2019 22:00,NaN,NaN,9.980888889,9.980888889,54.12222222,81.43333334
10-06-2019 23:00,NaN,NaN,10.60905556,10.60905556,54.82222222,81.08888889
11-06-2019 00:00,NaN,NaN,9.605722222,9.605722222,58.46666667,79.55555556
11-06-2019 01:00,NaN,NaN,7.3045,7.3045,60.53333334,78.72222222
11-06-2019 02:00,NaN,NaN,6.7695,6.7695,60.52222223,78.52222222
11-06-2019 03:00,NaN,NaN,7.529444444,7.529444444,59.86666667,78.57777778
11-06-2019 04:00,NaN,NaN,7.186888889,7.186888889,62.07777778,77.93333333
11-06-2019 05:00,NaN,NaN,9.6715,9.669166667,63.74444445,77.45555556
11-06-2019 06:00,NaN,NaN,19.61594445,19.59861111,64.05555556,77.72222222
11-06-2019 07:00,NaN,NaN,28.19166667,27.66088889,61.56666667,79.26666667
11-06-2019 08:00,NaN,NaN,19.89366667,19.79927778,54.05555556,82.98888889
11-06-2019 09:00,NaN,NaN,13.43744048,13.43744048,49.35714286,85.65476191
11-06-2019 10:00,NaN,NaN,15.22806439,15.21381314,47.85858586,87.03510101
11-06-2019 11:00,NaN,NaN,14.76805556,14.76805556,43.57777778,89.76666667
11-06-2019 12:00,NaN,NaN,14.45716667,14.45716667,39.28888889,92.57777778
11-06-2019 13:00,NaN,NaN,14.95599116,14.95262753,39.31944445,92.54646465
11-06-2019 14:00,NaN,NaN,11.45555556,11.45444445,38.24444445,93.74444445
11-06-2019 15:00,NaN,NaN,15.65597853,15.62291667,38.03333333,93.88888889
11-06-2019 16:00,NaN,NaN,12.90369066,12.90341288,40.54444445,92.67777778
11-06-2019 17:00,NaN,NaN,11.22078726,11.2201775,40.54359756,91.52195122
11-06-2019 18:00,NaN,NaN,10.12288889,10.12288889,44.2,86.84444445
11-06-2019 19:00,NaN,NaN,14.08488889,14.06022223,48.58888889,84.24444445
11-06-2019 20:00,NaN,NaN,15.35077778,15.35077778,52.01111112,82.32222223
11-06-2019 21:00,NaN,NaN,13.76272222,13.76272222,54.01111111,81.34444445
11-06-2019 22:00,NaN,NaN,11.79144445,11.79144445,54.66666667,80.8
11-06-2019 23:00,NaN,NaN,11.96022222,11.96022222,55.36666667,80.9
12-06-2019 00:00,NaN,NaN,10.81653502,10.81653502,56.53429952,80.48985508
12-06-2019 01:00,NaN,NaN,9.926888889,9.926888889,60.4,79.57777778
12-06-2019 02:00,NaN,NaN,6.852888889,6.852888889,63.91111111,78.81111112
12-06-2019 03:00,NaN,NaN,8.408944445,8.408944445,63.44444445,78.88888889
12-06-2019 04:00,NaN,NaN,8.367333334,8.367333334,62.3,78.82222222
12-06-2019 05:00,NaN,NaN,17.84444445,17.77694445,63.04444445,78.36666667
12-06-2019 06:00,NaN,NaN,24.80916667,24.559,63.68888889,77.98888889
12-06-2019 07:00,NaN,NaN,25.40333334,25.175,61.41111112,79.26666667
12-06-2019 08:00,NaN,NaN,18.3475,18.29022222,54.7,83.02222223
12-06-2019 09:00,NaN,NaN,13.61772222,13.61772222,48.77777778,85.04444445
12-06-2019 10:00,NaN,NaN,12.70877778,12.70877778,47.3,86.2
12-06-2019 11:00,NaN,NaN,13.99016667,13.98966667,44.57777778,88.68888889
12-06-2019 12:00,NaN,NaN,16.57147096,16.54281187,41.39368687,90.99570707
12-06-2019 13:00,NaN,NaN,9.415061508,9.415061508,38.96111112,91.88888889
12-06-2019 14:00,NaN,NaN,8.918626263,8.918626263,45.6530303,87.49848485
12-06-2019 15:00,NaN,NaN,9.939666666,9.939666666,46.94444445,87.12222223
12-06-2019 16:00,NaN,NaN,12.09572222,12.09372222,49.15555556,86.11111112
12-06-2019 17:00,NaN,NaN,13.76994445,13.7025,52.6,84.13333334
12-06-2019 18:00,NaN,NaN,17.8237096,17.8120101,55.72853536,83.15277778
12-06-2019 19:00,NaN,NaN,15.98144445,15.97005556,53.67777778,83.17777778
12-06-2019 20:00,NaN,NaN,14.26605556,14.26605556,55.3,81.62222222
12-06-2019 21:00,NaN,NaN,14.38255556,14.38255556,56.63333333,80.62222223
12-06-2019 22:00,NaN,NaN,10.49994445,10.49994445,58.95555556,79.26666667
12-06-2019 23:00,NaN,NaN,13.36216667,13.36083333,61.53333334,78.47777778
13-06-2019 00:00,NaN,NaN,16.84688889,16.83827778,62.36666667,78.46666667
13-06-2019 01:00,NaN,NaN,8.182065218,8.182065218,64.54202899,77.57657005
13-06-2019 02:00,NaN,NaN,8.064,8.064,66.14444445,77.38888889
13-06-2019 03:00,NaN,NaN,8.177166667,8.177166667,65.97777778,77.28888889
13-06-2019 04:00,NaN,NaN,9.836602658,9.836602658,65.85555556,77.48888889
13-06-2019 05:00,NaN,NaN,12.02544445,12.02544445,65.7,77.48888889
13-06-2019 06:00,NaN,NaN,19.57977778,19.57005556,64.71111111,78.02222223
13-06-2019 07:00,NaN,NaN,23.79977778,23.61233333,63.51111112,78.95555556
13-06-2019 08:00,NaN,NaN,20.66011111,20.65555556,59.3,81.25555556
13-06-2019 09:00,NaN,NaN,17.89061111,17.88966667,51.92222223,85.02222222
13-06-2019 10:00,NaN,NaN,20.41163675,20.39472551,50.31990925,85.83607487
13-06-2019 11:00,NaN,NaN,22.25811111,21.98916667,46.72222223,88.26666667
13-06-2019 12:00,NaN,NaN,18.79244582,18.72870904,43.30681818,90.58509514
13-06-2019 13:00,NaN,NaN,15.38055556,15.36872222,41.62222222,91.16666667
13-06-2019 14:00,NaN,NaN,19.51144445,18.58972222,41.76666667,90.96666667
13-06-2019 15:00,NaN,NaN,13.32816667,13.32505556,36.67777778,94.34444445
13-06-2019 16:00,NaN,NaN,11.27533333,11.26933333,39.41111111,90.17777778
13-06-2019 17:00,NaN,NaN,10.91331131,10.91331131,47.55681819,85.70454546
13-06-2019 18:00,NaN,NaN,13.19285003,13.16834566,50.38372093,84.53488372
13-06-2019 19:00,NaN,NaN,19.45611111,19.42583334,51.48888889,83.85555556
13-06-2019 20:00,NaN,NaN,22.973,22.85677778,50.18888889,84
13-06-2019 21:00,NaN,NaN,19.24194445,19.01433333,52.87777778,83.31111111
13-06-2019 22:00,NaN,NaN,27.45194445,25.86222222,57.91111111,81.28888889
13-06-2019 23:00,NaN,NaN,19.79033334,19.73461111,60,80.43333334
14-06-2019 00:00,NaN,NaN,19.98388889,19.96794445,62.1,80
14-06-2019 01:00,NaN,NaN,16.1045,16.10311111,63.34444445,79.63333333
14-06-2019 02:00,NaN,NaN,17.13983334,16.82261111,64.54444445,78.95555556
14-06-2019 03:00,NaN,NaN,12.97888889,12.97888889,65.11111111,78.48888889
14-06-2019 04:00,NaN,NaN,14.57366667,14.57366667,64.61111111,78.42222222
14-06-2019 05:00,NaN,NaN,16.61844445,16.60161111,63.87777778,78.47777778
14-06-2019 06:00,NaN,NaN,29.39227778,27.78527778,62.44444444,79.23333334
14-06-2019 07:00,NaN,NaN,28.13027778,26.85116667,59.37777778,80.58888889
14-06-2019 08:00,NaN,NaN,20.9625,20.92677778,53.08888889,83.45555556
14-06-2019 09:00,NaN,NaN,15.61672222,15.61672222,44.93333333,87.75555556
14-06-2019 10:00,NaN,NaN,14.66066667,14.64577778,39.45555556,90.63333334
14-06-2019 11:00,NaN,NaN,13.69705556,13.69555556,36.67777778,92.63333333
14-06-2019 12:00,NaN,NaN,13.46605556,13.453,33.32222223,95.44444445
14-06-2019 13:00,NaN,NaN,13.51716666,13.51655555,32.93333334,95.5
14-06-2019 14:00,NaN,NaN,16.04933334,15.76938889,33.92222222,95.07777778
14-06-2019 15:00,NaN,NaN,15.80394445,15.80394445,34.71111111,95.02222223
14-06-2019 16:00,NaN,NaN,17.8575,17.65405556,36.2,93.47777778
14-06-2019 17:00,NaN,NaN,16.84694444,16.83505556,49.02222223,88.74444445
14-06-2019 18:00,NaN,NaN,33.13138889,30.53822222,53.93333334,87.01111111
14-06-2019 19:00,NaN,NaN,40.94138889,35.94244445,57.12222222,84.85555556
14-06-2019 20:00,NaN,NaN,42.59111616,36.94305808,55.43459596,84.31060606
14-06-2019 21:00,NaN,NaN,31.09333334,29.55388889,51.66666667,82.81111111
14-06-2019 22:00,NaN,NaN,29.25411111,28.40133334,53.83333333,81.7
14-06-2019 23:00,NaN,NaN,24.59427778,24.51861111,56.74444445,80.53333333
15-06-2019 00:00,NaN,NaN,21.02088889,20.90016667,60.18888889,79.92222223
15-06-2019 01:00,NaN,NaN,18.50333334,18.49477778,64.52222222,78.5
15-06-2019 02:00,NaN,NaN,19.80383333,19.79361111,66.56666667,77.95555556
15-06-2019 03:00,NaN,NaN,20.49277778,20.476,67.55555556,77.5
15-06-2019 04:00,NaN,NaN,32.12005556,30.52427778,67.84444445,77.44444445
15-06-2019 05:00,NaN,NaN,34.73988889,32.11416667,67.84444445,77.28888889
15-06-2019 06:00,NaN,NaN,49.31466667,40.57072222,67.47777778,77.41111111
15-06-2019 07:00,NaN,NaN,40.83477778,36.055,64.73333334,78.63333334
15-06-2019 08:00,NaN,NaN,26.62833334,26.16672222,59.45555556,81.22222222
15-06-2019 09:00,NaN,NaN,18.7345,18.7285,53.22222222,85.25555556
15-06-2019 10:00,NaN,NaN,14.54229545,14.54229545,42.54444445,90.13333333
15-06-2019 11:00,NaN,NaN,15.88257796,15.88257796,34.38372093,95.40697675
15-06-2019 12:00,NaN,NaN,16.33211417,16.32959038,29.76479916,99.05153276
15-06-2019 13:00,NaN,NaN,13.80233334,13.80233334,27.16666667,100.4444444
15-06-2019 14:00,NaN,NaN,12.78516667,12.78516667,25.3,102.2666667
15-06-2019 15:00,NaN,NaN,13.76438889,13.6695,22.94444445,102.4
15-06-2019 16:00,NaN,NaN,13.4425,13.4425,24.61111111,101.4666667
15-06-2019 17:00,NaN,NaN,14.347,14.347,27.21111111,99.06666665
15-06-2019 18:00,NaN,NaN,22.9645,22.44244444,29.53333334,95.04444445
15-06-2019 19:00,NaN,NaN,36.9155,33.15833334,34.7,91.9
15-06-2019 20:00,NaN,NaN,30.23944346,28.80361122,38.8120773,89.42560387
15-06-2019 21:00,NaN,NaN,28.58955556,27.80044445,43.08888889,87.44444445
15-06-2019 22:00,NaN,NaN,24.51751894,24.45408712,48.12070707,85.08737374
15-06-2019 23:00,NaN,NaN,24.38775845,24.31930918,51.28888889,83.53333333
16-06-2019 00:00,NaN,NaN,23.43661111,23.35111111,53.74444444,82.26666667
16-06-2019 01:00,NaN,NaN,22.73666667,22.71127778,55.71111112,81.31111111
16-06-2019 02:00,NaN,NaN,20.71661111,20.71016667,57.62222222,80.54444445
16-06-2019 03:00,NaN,NaN,20.96638889,20.94705556,59.88888889,79.65555556
16-06-2019 04:00,NaN,NaN,20.45005556,20.44822222,61.86666667,79
16-06-2019 05:00,NaN,NaN,25.097,24.78061111,62.52222223,78.76666667
16-06-2019 06:00,NaN,NaN,29.58261111,28.81811111,62.95555556,78.8
16-06-2019 07:00,NaN,NaN,21.94139855,21.89059179,61.04444445,79.74444445
16-06-2019 08:00,NaN,NaN,18.89044445,18.87138889,52.61111111,84.22222222
16-06-2019 09:00,NaN,NaN,20.34883333,19.96111111,41.91111111,90.01111111
16-06-2019 10:00,NaN,NaN,19.96183334,19.60344444,33.55555556,94.56666667
16-06-2019 11:00,NaN,NaN,18.44972222,18.43461111,28.95555556,97.25555556
16-06-2019 12:00,NaN,NaN,14.85377778,14.85377778,26.48888889,100.1444444
16-06-2019 13:00,NaN,NaN,11.37661111,11.37661111,22.65555556,103.4666667
16-06-2019 14:00,NaN,NaN,13.44161111,13.44161111,20.97777778,105.0777778
16-06-2019 15:00,NaN,NaN,12.98038889,12.95516667,20.46666667,105.8666667
16-06-2019 16:00,NaN,NaN,12.67394444,12.67394444,22.62222222,103.2222222
16-06-2019 17:00,NaN,NaN,12.26954167,12.26954167,24.64343435,100.4979798
16-06-2019 18:00,NaN,NaN,15.97372222,15.80822222,29.28888889,96.43333334
16-06-2019 19:00,NaN,NaN,32.44238889,30.68805556,32.74444445,93.07777778
16-06-2019 20:00,NaN,NaN,24.30461111,23.95166667,33.5,91.05555556
16-06-2019 21:00,NaN,NaN,15.75627778,15.75627778,36,89.06666667
16-06-2019 22:00,NaN,NaN,15.72261111,15.72261111,44.34444445,87.14444445
16-06-2019 23:00,NaN,NaN,18.98866667,18.98461111,47.27777778,85.41111111
17-06-2019 00:00,NaN,NaN,18.18611111,18.18583334,49.78888889,84.15555556
17-06-2019 01:00,NaN,NaN,15.85933333,15.85933333,53.03333334,82.74444445
17-06-2019 02:00,NaN,NaN,17.22256818,17.22256818,54.64444445,81.42222222
17-06-2019 03:00,NaN,NaN,19.14515783,19.14515783,56.56666667,80.18888889
17-06-2019 04:00,NaN,NaN,21.35972222,21.34361111,58.57777778,79.12222222
17-06-2019 05:00,NaN,NaN,27.18744686,26.74012923,59.80144928,78.92391305
17-06-2019 06:00,NaN,NaN,34.87205556,32.41766667,60.04444445,78.75555556
17-06-2019 07:00,NaN,NaN,36.891,33.80394444,58.53333334,79.96666667
17-06-2019 08:00,NaN,NaN,29.30561111,28.37422222,52.94444445,83.3
17-06-2019 09:00,NaN,NaN,20.38477778,20.33527778,43.95555556,88.13333334
17-06-2019 10:00,NaN,NaN,18.71133333,18.70422222,36.52222222,92.6
17-06-2019 11:00,NaN,NaN,18.95140675,18.89097619,30.21388889,97.86666666
17-06-2019 12:00,NaN,NaN,18.68833333,18.67288889,27.32222222,100.3666667
17-06-2019 13:00,NaN,NaN,16.18083334,16.14927778,22.65555556,103.9888889
17-06-2019 14:00,NaN,NaN,15.74483333,15.74483333,23.04444445,102.6777778
17-06-2019 15:00,NaN,NaN,12.64677778,12.64677778,21.44444445,103.6444445
17-06-2019 16:00,NaN,NaN,15.62994445,15.62344445,21.92222222,103.2888889
17-06-2019 17:00,NaN,NaN,19.95889142,18.68314773,23.19444445,101.4550505
17-06-2019 18:00,NaN,NaN,45.36183334,37.36488889,26.86666667,96.48888889
17-06-2019 19:00,NaN,NaN,41.41638889,36.27661111,31.34444445,93.45555556
17-06-2019 20:00,NaN,NaN,36.94611111,33.81666667,33.27777778,92
17-06-2019 21:00,NaN,NaN,21.115,21.115,43,87
17-06-2019 22:00,NaN,NaN,NaN,NaN,NaN,NaN
