Date and time (Before time stamp),BAM-PM2.5,BC,PA-PM2.5 (CF=1),PA-PM2.5 (CF=ATM),PA-RH,PA-Temperature
02-01-2020 19:00,48.1,16.62873333,63.7585,46.92166667,47.63333333,81.5
02-01-2020 20:00,29.9,12.26336667,52.12066667,41.99466667,48.93333333,80.06666667
02-01-2020 21:00,30.4,9.338160714,49.5495,40.856,52.3,78.9
02-01-2020 22:00,27.2,6.637333333,47.70666667,39.95733334,56.86666667,77.63333333
02-01-2020 23:00,24.7,5.739266667,50.54583333,41.36366667,62.8,76.2
03-01-2020 00:00,18.5,4.4835,48.6105,40.40233334,66.86666667,75.2
03-01-2020 01:00,18.1,3.4481,42.341,37.0725,66.13333333,75.83333333
03-01-2020 02:00,19.3,3.383433333,42.71733334,37.25466667,64.13333333,76.03333333
03-01-2020 03:00,23.4,4.5501,48.276,40.25233334,64.23333333,75.7
03-01-2020 04:00,20.6,5.0217,48.7545,40.49783334,65.53333333,74.96666667
03-01-2020 05:00,19.1,4.744933333,47.64816667,39.9155,67.03333333,74.36666667
03-01-2020 06:00,24.4,6.27155,55.2625,43.47916667,66.1,74.36666667
03-01-2020 07:00,29.1,7.019428571,60.23816667,45.571,63.93333333,75.16666667
03-01-2020 08:00,22.3,5.155816667,49.19,40.63883334,57.66666667,78.2
03-01-2020 09:00,28.4,6.4972,46.01983333,39.053,47.43333333,84.1
03-01-2020 10:00,26.5,6.03785,48.89333334,40.47566667,39.33333333,89.26666667
03-01-2020 11:00,31.6,6.274166667,51.7585,41.76266667,31.76666667,94.23333333
03-01-2020 12:00,31,6.025116667,41.57816667,36.54966667,25.33333333,99.83333333
03-01-2020 13:00,30.9,5.428133333,39.2715,35.19866667,22.56666667,101.6333333
03-01-2020 14:00,30.7,6.142466667,42.31283333,36.94,24.63333333,97.9
03-01-2020 15:00,25.4,4.733773585,40.18983333,35.79266667,23.93333333,99.96666667
03-01-2020 16:00,29.8,4.487155172,36.3935,33.52566667,22.06666667,101.5333333
03-01-2020 17:00,33.9,7.811333333,39.60433334,35.3915,28.53333333,93.76666667
03-01-2020 18:00,37.4,10.68653333,44.168,37.9805,36.73333333,87.4
03-01-2020 19:00,37.6,10.6051,61.16516667,47.33183334,40.7,85.5
03-01-2020 20:00,39.9,14.19161667,51.96783334,41.90833333,44.06666667,83.56666667
03-01-2020 21:00,57,26.94458929,73.16716667,50.99116667,47,82.8
03-01-2020 22:00,53.3,16.48196667,88.32,58.22183334,50.76666667,81.13333333
03-01-2020 23:00,59.6,11.64485,104.434,68.87566667,56.06666667,79.3
04-01-2020 00:00,55.9,9.559625,107.0066667,70.5725,57.33333333,78.73333333
04-01-2020 01:00,50.7,7.928183333,108.6448334,71.67516667,58.46666667,78
04-01-2020 02:00,56.7,12.1742,119.3466667,78.81916667,60.43333333,77.1
04-01-2020 03:00,63.5,12.17331667,129.8125,85.78716667,62.03333333,76.23333333
04-01-2020 04:00,62,10.91578333,130.1195,86.01,62.96666667,76
04-01-2020 05:00,61.5,13.91867857,131.0965,86.64916667,64.7,75.2
04-01-2020 06:00,69.4,19.40521667,163.4503334,108.232,66.03333333,74.96666667
04-01-2020 07:00,67.8,21.27793333,165.7153333,109.742,64.9,75.93333333
04-01-2020 08:00,52.8,17.28676786,109.0876667,72.01683333,59.53333333,78.63333333
04-01-2020 09:00,37.4,10.15865,77.23966667,52.155,52.3,82.46666667
04-01-2020 10:00,36.5,8.88945,74.613,51.45,45.63333333,86.26666667
04-01-2020 11:00,40.7,7.484216667,66.51966667,47.98783334,36.23333333,91.8
04-01-2020 12:00,36.7,7.294933333,57.81366667,44.58666667,27.6,96.76666667
04-01-2020 13:00,40.3,6.3211,49.26216667,40.65866667,24.23333333,96.93333333
04-01-2020 14:00,29.4,6.368966667,46.05933334,38.9295,22.93333333,98.83333333
04-01-2020 15:00,28,5.320428571,40.528,35.94733334,21.6,98.9
04-01-2020 16:00,28.9,8.14875,43.33633333,37.29616667,22.53333333,95.4
04-01-2020 17:00,39.4,9.997283333,43.86783334,37.78583334,24.8,92.5
04-01-2020 18:00,69.2,24.46245,77.1725,54.32383334,32,87.53333333
04-01-2020 19:00,86.7,24.06632143,152.1096667,100.6778333,37.46666667,84.6
04-01-2020 20:00,122.8,46.03365,170.3221667,112.8173334,39.4,83.9
04-01-2020 21:00,116.6,33.52892857,160.2205,106.0588334,42.7,82.76666667
04-01-2020 22:00,97.4,31.70673214,136.1381667,90.01333334,43.33333333,81.7
04-01-2020 23:00,52.2,9.7283,101.6928333,67.05733334,54.1,79.6
05-01-2020 00:00,40.9,6.668666667,87.93016667,57.92366667,59.56666667,78.33333333
05-01-2020 01:00,51.1,7.52015,98.49666665,64.93316667,60.7,78.23333333
05-01-2020 02:00,53.4,6.3462,117.9433334,77.8915,62.23333333,77.76666667
05-01-2020 03:00,69.2,6.958483333,154.1273334,102.0166667,63.7,76.9
05-01-2020 04:00,65.7,8.814142857,155.5165,102.9431667,64.33333333,76.43333333
05-01-2020 05:00,67.6,9.51415,152.4161667,100.8723334,64.86666667,76.56666667
05-01-2020 06:00,67.5,9.18785,140.4268334,92.8805,64.5,76.73333333
05-01-2020 07:00,57.2,8.276566667,118.9303334,78.5245,63.16666667,77.06666667
05-01-2020 08:00,50.8,6.776433333,94.05632759,62.01063218,56.75862069,79.89655172
05-01-2020 09:00,46.2,7.652183333,85.03605376,56.20802151,51.80645161,82.12903226
05-01-2020 10:00,48.1,6.5324,84.4775,55.794,40.9,89.5
05-01-2020 11:00,48,7.216321429,84.48616667,56.553,32.23333333,95
05-01-2020 12:00,43.5,5.811066667,69.44983333,49.13516667,26.93333333,97.73333333
05-01-2020 13:00,41.1,4.401233333,57.87916667,44.53433333,23.56666667,98.13333333
05-01-2020 14:00,41.3,4.978716667,53.62816667,42.72733334,20.43333333,99.26666667
05-01-2020 15:00,34.9,3.380033333,49.05116667,40.611,18.3,101.2
05-01-2020 16:00,35.1,3.53465,48.99866667,40.59433334,19.9,99.86666667
05-01-2020 17:00,40.6,4.2972,57.54883334,44.4355,24.4,93.9
05-01-2020 18:00,51,10.14055,70.67966667,50.06166667,32.53333333,87.9
05-01-2020 19:00,59.8,15.668,100.287,66.29266667,37.1,85.26666667
05-01-2020 20:00,53.2,8.456,84.39783333,55.83716667,42.16666667,84.1
05-01-2020 21:00,38,4.21465,70.663,49.68283333,55.63333333,81.4
05-01-2020 22:00,33.8,3.59945,70.6575,49.64183333,59.6,79.93333333
05-01-2020 23:00,29.3,3.070083333,63.27316667,46.75633333,61.76666667,79.03333333
06-01-2020 00:00,26.5,3.1113,58.96583333,45.03466667,61.33333333,79
06-01-2020 01:00,17.2,2.237566667,40.41666667,35.8485,61.8,78.36666667
06-01-2020 02:00,14.3,2.652916667,36.19483334,33.43416667,61.86666667,77.53333333
06-01-2020 03:00,18.5,2.725633333,36.11183334,33.37983334,61.7,77
06-01-2020 04:00,14.2,2.766983333,35.70166667,33.157,61.53333333,77
06-01-2020 05:00,17.1,3.233416667,35.5775,33.03366667,60.26666667,76.8
06-01-2020 06:00,17.6,3.44895,38.123,34.592,61.8,76
06-01-2020 07:00,18.9,4.8012,44.73916667,38.39816667,61.23333333,76.3
06-01-2020 08:00,20.3,6.224571429,45.85966667,38.98733334,57.53333333,78.4
06-01-2020 09:00,22.3,5.299516667,51.0435,41.34333334,56.83333333,79.66666667
06-01-2020 10:00,23.1,3.646966667,45.69816667,38.79383334,53.2,81.43333333
06-01-2020 11:00,26.4,4.210316667,37.219,33.92833334,41,88.36666667
06-01-2020 12:00,19,4.281516667,33.8695,31.983,43.1,85.8
06-01-2020 13:00,18.9,4.6016,33.10116667,31.4935,42.9,86.06666667
06-01-2020 14:00,17.4,3.624583333,27.1272537,26.94549261,44,85
06-01-2020 15:00,19.1,5.694,30.42339655,28.75209196,40.06896552,86.51724138
06-01-2020 16:00,19.3,4.77065,27.88466667,27.526,37.7,88.36666667
06-01-2020 17:00,19.6,5.424983333,35.16333334,32.3055,40.73333333,85.66666667
06-01-2020 18:00,21.8,5.042433333,38.0085,34.28016667,48,82.3
06-01-2020 19:00,30.1,5.975535714,54.15933333,42.69616667,51.56666667,81
06-01-2020 20:00,29.3,6.594333333,42.89133333,37.319,54.7,79.2
06-01-2020 21:00,20.1,5.518533333,38.42866667,34.76,57.5,77.4
06-01-2020 22:00,19.9,5.371233333,47.50633334,39.76433333,60.73333333,76
06-01-2020 23:00,19.9,5.302116667,48.903,40.51733334,62.48333334,75.16666667
07-01-2020 00:00,19.5,3.595166667,47.63666667,39.87716667,63.6,75
07-01-2020 01:00,18.4,2.632533333,44.56891667,38.19191667,63.2,75.31666667
07-01-2020 02:00,17.2,2.629333333,39.82975,35.58475,62.7,75.36666667
07-01-2020 03:00,17.6,2.209833333,38.34391667,34.70116667,62,75.55
07-01-2020 04:00,14.6,2.054233333,35.06066667,32.72891667,62.23333333,74.56666667
07-01-2020 05:00,15.8,2.68355,34.94966667,32.65341667,62.5,73.98333334
07-01-2020 06:00,15.4,4.066816667,40.95846265,36.22292816,62.34712644,73.7816092
07-01-2020 07:00,25.9,5.308696429,48.47072043,40.29057258,62.5844086,74.29408602
07-01-2020 08:00,22.3,7.7997,49.64733334,40.67458333,57.91666667,77.11666667
07-01-2020 09:00,16.7,5.497016667,36.47191667,33.00416667,50.11666667,80.78333334
07-01-2020 10:00,12.2,4.55885,19.81141667,19.80075,41.06666667,85.51666667
07-01-2020 11:00,7,3.8569,18.23908333,18.14375,35.15,90.01666667
07-01-2020 12:00,9.9,2.809316667,13.2775,13.2775,30.58333334,93.16666667
07-01-2020 13:00,9.5,3.340733333,15.83075,15.76325,30.6,94.75
07-01-2020 14:00,9.2,3.682966667,15.35734483,18.30925575,28.22643679,96.14597701
07-01-2020 15:00,17.7,4.439833333,20.52874463,19.86949463,28.5,94.3344086
07-01-2020 16:00,14.8,4.316333333,20.16258334,20.16075,31.9,89.55
07-01-2020 17:00,24.7,5.209216667,25.15983333,24.99341667,33.51666667,88.23333334
07-01-2020 18:00,23.3,7.488928571,31.28933333,29.79841667,37.73333334,84
07-01-2020 19:00,37.9,13.81745,56.6715,43.521,41.88333334,81.96666667
07-01-2020 20:00,35.1,11.415,58.9175,44.92083333,45.86666667,80.25
07-01-2020 21:00,32.4,6.36085,58.001,44.59408333,53.01666667,78.21666667
07-01-2020 22:00,21.6,4.937133333,48.72566667,40.40233334,58.35,76.38333334
07-01-2020 23:00,25.9,5.18505,50.02825,40.99108334,60.88333333,75.46666667
08-01-2020 00:00,22.2,4.29635,48.61766667,40.37708333,62.11666667,75.05
08-01-2020 01:00,23.1,3.23315,47.80558334,39.98025,61.18333334,75.25
08-01-2020 02:00,25.7,3.342216667,51.18475,41.62483333,60.88333334,74.95
08-01-2020 03:00,29.8,3.655785714,58.385,44.75783333,62.26666667,74.01666667
08-01-2020 04:00,32,5.775333333,70.1505,49.59558333,62.75,73.13333334
08-01-2020 05:00,37.6,6.0921,73.5755,50.74091667,63.98333334,72.73333334
08-01-2020 06:00,37.9,6.212233333,73.56666667,50.68741667,63.81666667,72.2
08-01-2020 07:00,36.1,6.509833333,76.168,51.77408334,62.51666667,72.75
08-01-2020 08:00,37.2,5.842683333,72.91424138,50.43660345,57.63908046,75.57758621
08-01-2020 09:00,35.3,5.922183333,67.1161828,48.21012097,46.87204301,81.82956989
08-01-2020 10:00,31.1,5.435816667,54.85197414,43.17280173,35.59655173,89.29712644
08-01-2020 11:00,24.2,4.201716667,32.943,31.04633333,26.11666667,96.15
08-01-2020 12:00,21.6,3.859666667,29.8932285,29.23868817,20.43172043,100.9032258
08-01-2020 13:00,21,3.797589286,31.61226724,30.55120115,18.13448276,102.9068966
08-01-2020 14:00,20.3,4.42655,33.81775,31.98066667,16.61666667,104.1166667
08-01-2020 15:00,28.5,5.009816667,36.58221506,33.65352688,16.56344086,104.4263441
08-01-2020 16:00,31.4,5.19775,38.9905,35.07433334,18.35,101.5666667
08-01-2020 17:00,33,6.668266667,43.60183621,37.65332472,22.87816092,94.41206897
08-01-2020 18:00,66.8,17.1978,72.38766667,51.77833333,30.1,87.96666667
08-01-2020 19:00,38.5,8.597333333,56.47555377,43.98126075,36.15860215,84.02903226
08-01-2020 20:00,36.2,6.718857143,55.89375862,43.73577586,39.79712644,81.8862069
08-01-2020 21:00,31.9,4.976483333,51.38833333,41.73341667,43.56666667,79.88333334
08-01-2020 22:00,31.4,5.122166667,53.65984678,42.78386022,47.13494624,78.15860215
08-01-2020 23:00,35.3,4.93355,59.71241379,45.35350862,50.89022989,76.69942529
09-01-2020 00:00,32.7,4.51145,68.37966667,48.76475,57.06666667,74.93333334
09-01-2020 01:00,34.8,3.886566667,74.8335,51.18891667,61.4,73.85
09-01-2020 02:00,37.6,4.0991,77.384,52.2655,61.25,73.83333333
09-01-2020 03:00,33.6,3.6556,69.24652957,49.08715054,59.84946237,73.78333334
09-01-2020 04:00,35.6,3.7741,70.4378477,50.82522989,59.88333334,73.32816092
09-01-2020 05:00,34.3,4.464433333,61.55983333,46.0915,58.58333334,73.51666667
09-01-2020 06:00,41.5,5.942166667,69.59791667,49.21666667,59.4,72.66666667
09-01-2020 07:00,42.4,8.875178571,84.48536559,56.17775806,57.66505376,73.40591398
09-01-2020 08:00,36.6,7.0756,66.57662069,48.02990517,48.99827586,76.35977012
09-01-2020 09:00,38.2,6.429433333,60.58925,45.67891667,39.58333333,83.73333334
09-01-2020 10:00,36.7,5.701116667,55.20811494,43.41653448,31.65172414,90.63275862
09-01-2020 11:00,32.4,6.020816667,53.2620914,42.58185215,26.58548387,95.77096774
09-01-2020 12:00,31.2,4.85465,44.47345402,38.11769253,22.53448276,99.84482759
09-01-2020 13:00,36.6,5.3034,46.45602151,39.23086828,20.18655914,102.2
09-01-2020 14:00,27.7,3.7937,39.6435,35.457,17.65,105.25
09-01-2020 15:00,27.8,3.884566667,36.15858333,33.38725,17.58333333,104.1666667
09-01-2020 16:00,30.6,4.063133333,36.46325,33.57925,19.38333334,101.4
09-01-2020 17:00,31.7,4.244571429,34.9555,32.65408333,23.15,95.76666667
09-01-2020 18:00,39.4,12.76041667,53.85308333,42.44075,28.63333334,88.8
09-01-2020 19:00,55.7,20.36208333,81.21458334,54.89058334,35.81666667,85.25
09-01-2020 20:00,64.1,17.53613333,89.42975,60.28858334,38.75,83.56666667
09-01-2020 21:00,36.9,8.009839286,59.51841667,45.10466667,40.45,81.18333334
09-01-2020 22:00,41.6,8.956516667,63.3995,46.77341667,44.48333334,79
09-01-2020 23:00,39.4,9.509383333,60.02872223,45.44461111,45.83333333,78.35555556
10-01-2020 00:00,37.9,12.8935,64.72766667,47.33588889,48.24444444,77.44444445
10-01-2020 01:00,33.6,7.9208,63.8045,47.52205556,50.55555555,76.47777778
10-01-2020 02:00,38.5,7.606516667,81.50777778,56.1505,52.32222222,76.04444445
10-01-2020 03:00,34.7,4.913517857,65.44411111,47.61138889,54.35555555,75.13333333
10-01-2020 04:00,37.7,4.933833333,71.73855556,50.02761111,55.81111111,74.43333334
10-01-2020 05:00,48.2,9.212083333,93.33727778,61.588,58.68888889,73.48888889
10-01-2020 06:00,52.8,10.74145,112.9592778,74.54311111,60.71111111,72.71111111
10-01-2020 07:00,65.7,16.12801667,138.9501111,91.88144444,58.86666667,73.64444445
10-01-2020 08:00,66.6,11.43244643,114.1885556,75.35211111,51.52222222,75.85555556
10-01-2020 09:00,54.3,7.706,81.49633333,55.30083333,41.74444444,81.5
10-01-2020 10:00,37.7,5.1044,58.7665,44.75916667,33.05555556,88.74444445
10-01-2020 11:00,25.8,3.407714286,33.27333333,31.51166667,23.45555555,95.27777778
10-01-2020 12:00,22.4,NaN,28.68027778,28.24294445,19.35555556,100.2666667
10-01-2020 13:00,18.9,NaN,24.08216667,24.07216667,17.01111111,101.9888889
10-01-2020 14:00,15.8,NaN,22.13657088,22.13623563,15.77854406,103.0731801
10-01-2020 15:00,19.9,NaN,22.85277778,22.85111111,15.34444444,102.7111111
10-01-2020 16:00,22.4,NaN,25.346,25.30516667,17.14444444,99.63333333
10-01-2020 17:00,25.9,NaN,31.5035,30.05527778,22.41111111,92.91111111
10-01-2020 18:00,31.1,NaN,42.58922222,37.17322222,30.86666667,85.35555556
10-01-2020 19:00,31.9,NaN,47.77183333,39.9575,36.41111111,81.62222222
10-01-2020 20:00,27.3,NaN,46.60738889,39.33383334,41.26666667,79.04444445
10-01-2020 21:00,27.7,NaN,47.08927778,39.63083334,45.12222222,77.24444444
10-01-2020 22:00,29.6,NaN,44.99955556,38.50111111,48.67777778,75.25555556
10-01-2020 23:00,31.3,NaN,54.76627778,43.27783333,52.96666667,73.85555556
11-01-2020 00:00,26.7,NaN,49.60116667,40.88477778,57.63333333,72.41111111
11-01-2020 01:00,27.6,NaN,57.32416667,44.30038889,60.41111111,71.58888889
11-01-2020 02:00,24.3,NaN,53.11672222,42.48033333,59.77777778,70.83333333
11-01-2020 03:00,22.9,NaN,44.53816667,38.254,59.72222222,70.33333333
11-01-2020 04:00,23.5,NaN,47.71461111,39.93883333,59.84444444,69.47777778
11-01-2020 05:00,27.4,NaN,61.89622222,46.14805556,60.97777778,68.74444444
11-01-2020 06:00,27.7,NaN,59.82738889,45.39727778,61.75555556,68.43333334
11-01-2020 07:00,30.5,NaN,72.50666667,50.30922222,62.07777778,68.87777778
11-01-2020 08:00,29.9,NaN,72.71283333,52.40266667,56.53333333,71.8
11-01-2020 09:00,28.9,NaN,50.03027778,40.70072222,44.41111111,78.28888889
11-01-2020 10:00,20.7,NaN,34.84583333,32.40616667,30.57777778,85.35555555
11-01-2020 11:00,22.8,NaN,29.36261111,28.85738889,23.45555556,92.58888889
11-01-2020 12:00,14.9,NaN,24.943,24.32927778,18.48888889,96.93333334
11-01-2020 13:00,19.1,NaN,23.89672222,23.87133334,16.46666667,99.94444443
11-01-2020 14:00,19.1,NaN,24.04422222,24.0045,15.7,101.0888889
11-01-2020 15:00,16.3,NaN,22.35188889,22.35077778,15.03333333,101.7111111
11-01-2020 16:00,18.7,NaN,24.43188889,24.37533333,17.55555556,98.85555556
11-01-2020 17:00,20.4,NaN,29.77466667,28.97183333,23.11111111,91.57777778
11-01-2020 18:00,25.1,NaN,38.83705556,34.97527778,29.96666667,84.48888889
11-01-2020 19:00,38.7,NaN,52.53044445,42.20383333,35.57777778,81.24444445
11-01-2020 20:00,32.5,NaN,52.35372222,42.21766667,41.3,78.76666667
11-01-2020 21:00,31.4,NaN,54.63788889,43.22688889,46.22222222,76.68888889
11-01-2020 22:00,30.3,NaN,50.57911111,41.37333334,48.11111111,75.12222222
11-01-2020 23:00,33.9,NaN,57.39933333,44.38855556,52.03333333,73.97777778
12-01-2020 00:00,33.9,NaN,64.83027778,47.37566667,54.64444444,73.16666667
12-01-2020 01:00,30.7,NaN,68.12788889,48.65733333,57.77777778,72.1
12-01-2020 02:00,27.9,NaN,63.73316667,46.92188889,59.87777778,71.04444444
12-01-2020 03:00,32,NaN,60.1925,45.46905556,58.73333333,70.48888889
12-01-2020 04:00,29,NaN,60.42083333,45.61838889,61.66666667,69.32222222
12-01-2020 05:00,30,NaN,60.16477778,45.52827778,62.75555556,68.83333333
12-01-2020 06:00,29.8,NaN,63.97261111,47.0555,62.67777778,68.85555556
12-01-2020 07:00,28.8,NaN,67.10338889,48.31105556,62.27777778,70.18888889
12-01-2020 08:00,30,NaN,70.51272222,49.76205556,57.43333333,73.71111111
12-01-2020 09:00,33.8,NaN,67.54044445,48.37483334,47.66666667,79.27777778
12-01-2020 10:00,35.9,NaN,58.11494828,44.79793295,38.76781609,84.9394636
12-01-2020 11:00,24.5,NaN,46.26105556,39.0935,31.95555556,89.58888889
12-01-2020 12:00,27.1,NaN,42.282,36.81805556,24.41111111,95.44444444
12-01-2020 13:00,26,NaN,42.09233333,36.91261111,22.44444444,98.16666667
12-01-2020 14:00,29.3,NaN,40.84116667,36.17994444,20.53333333,99.61111111
12-01-2020 15:00,28.1,NaN,39.97188889,35.64422222,19.42222222,100.3666667
12-01-2020 16:00,29.8,NaN,43.51538889,37.56794444,22.6,95.68888889
12-01-2020 17:00,31.8,NaN,48.0585,40.09855556,28.63333333,88.6
12-01-2020 18:00,44,NaN,60.90766667,45.76288889,32.46666667,84.72222222
12-01-2020 19:00,82.3,NaN,123.8921111,81.89072222,35.56666667,82.74444444
12-01-2020 20:00,71,NaN,124.5255,82.27833333,37.47777778,81.34444444
12-01-2020 21:00,55.2,NaN,85.26644444,56.38005556,41.23333334,80.17777778
12-01-2020 22:00,46.7,NaN,77.10583333,52.20511111,48.16666667,78.55555556
12-01-2020 23:00,50.4,NaN,87.96744445,57.99394445,53,76.83333333
13-01-2020 00:00,55.7,NaN,98.16583335,64.69505555,57.4,75.37777778
13-01-2020 01:00,55,NaN,103.7756667,68.42694444,59.84444444,74.66666667
13-01-2020 02:00,50.2,NaN,89.37066667,58.87311111,59.55555555,74.73333333
13-01-2020 03:00,45.6,NaN,83.54455556,55.24,58.91111111,74.37777778
13-01-2020 04:00,44.8,NaN,85.51755555,56.48544445,58.73333333,74.12222222
13-01-2020 05:00,53.7,NaN,89.14388889,58.71727778,59.34444444,73.87777778
13-01-2020 06:00,55.7,NaN,89.129,58.70422222,59.6,73.36666667
13-01-2020 07:00,52.2,NaN,98.49227778,64.90611111,58.88888889,73.97777778
13-01-2020 08:00,56,6.522711864,94.14922222,62.02522222,52.18888889,77.64444445
13-01-2020 09:00,55.1,7.21635,91.31411111,60.14527778,44.33333333,82.43333333
13-01-2020 10:00,51.5,5.93015,77.94472222,52.98372222,35.32222222,88.82222222
13-01-2020 11:00,40.8,4.3951,60.99255939,45.82190422,26.71992337,93.90881226
13-01-2020 12:00,39.7,4.392839286,54.58405556,43.19911111,21.92222222,98.41111111
13-01-2020 13:00,36.2,4.18795122,49.53983333,40.86733333,18.38888889,101.2888889
13-01-2020 14:00,26.5,NaN,41.04744445,36.26788889,15.05555556,104.1555556
13-01-2020 15:00,30.1,NaN,37.03122222,33.91794445,14.35555556,103.5111111
13-01-2020 16:00,32.3,NaN,39.36533334,35.31722222,16.54444445,100.4666667
13-01-2020 17:00,37.2,NaN,41.03119007,36.24992009,19.92980296,95.88916256
13-01-2020 18:00,49,NaN,60.01964337,45.39096595,24.07025089,88.89820788
13-01-2020 19:00,60.9,NaN,77.57605556,52.85922222,28.01111111,84.85555556
13-01-2020 20:00,65.7,NaN,83.26072222,55.63922222,34.4,82.82222222
13-01-2020 21:00,50.2,NaN,80.71222222,53.87727778,41.57777778,80.88888889
13-01-2020 22:00,52.1,NaN,85.87261111,56.656,47.46666667,78.88888889
13-01-2020 23:00,54.3,NaN,87.70972222,57.76822222,50.07777778,77.56666667
14-01-2020 00:00,54,NaN,90.80661111,59.79072222,49.87777778,76.33333333
14-01-2020 01:00,56.8,NaN,91.54594445,60.28894445,51.32222222,75.48888889
14-01-2020 02:00,60.8,NaN,99.49005554,65.56838889,54.84444444,73.96666667
14-01-2020 03:00,61,NaN,104.7535555,69.08161111,55.44444445,73.96666667
14-01-2020 04:00,67.6,NaN,111.0682222,73.27683333,56.45555555,73.52222222
14-01-2020 05:00,78.4,NaN,157.7823889,104.4286667,58.85555556,72.5
14-01-2020 06:00,107.7,NaN,214.6415,142.3479445,60.5,71.63333333
14-01-2020 07:00,119.8,NaN,244.2378046,162.0736111,61.02030651,71.94636015
14-01-2020 08:00,134.7,NaN,254.2464445,168.7463889,56.95555556,74.92222222
14-01-2020 09:00,97.7,NaN,171.8203334,113.7827222,46.63333333,81.21111111
14-01-2020 10:00,76.9,NaN,128.8673333,85.14494445,35.13333333,89.63333333
14-01-2020 11:00,67.2,NaN,92.75105556,61.16533333,24.97777778,96.37777778
14-01-2020 12:00,38.9,NaN,58.445,44.68194444,18.6,100.7888889
14-01-2020 13:00,35.3,NaN,45.43166667,38.75161111,14.98888889,103.7666667
14-01-2020 14:00,33.7,NaN,43.55577778,37.69838889,13.73333334,105.0333333
14-01-2020 15:00,34.9,NaN,40.709,36.08527778,13.51111111,104.2333333
14-01-2020 16:00,34.9,NaN,39.54338889,35.4215,14.11111111,101.2888889
14-01-2020 17:00,34.1,NaN,40.91094445,36.23072222,17.28888889,95.55555555
14-01-2020 18:00,63.3,10.7954,74.63422222,52.7525,22.32222222,88.4
14-01-2020 19:00,70.6,14.51106667,85.26683333,57.83855556,25.26666666,84.34444444
14-01-2020 20:00,52,11.85708333,81.11466667,54.24827778,31.63333333,81.55555556
14-01-2020 21:00,53.8,9.716666667,84.50305556,55.79466667,36.67777778,79.12222222
14-01-2020 22:00,51.6,7.837316667,81.05483334,54.14727778,39.08888889,76.7
14-01-2020 23:00,57.4,6.515964912,NaN,NaN,NaN,NaN
15-01-2020 00:00,62,6.653135593,NaN,NaN,NaN,NaN
15-01-2020 01:00,63.4,6.83495,NaN,NaN,NaN,NaN
15-01-2020 02:00,57.9,6.0333,NaN,NaN,NaN,NaN
15-01-2020 03:00,51,4.998933333,NaN,NaN,NaN,NaN
15-01-2020 04:00,45.5,4.694833333,NaN,NaN,NaN,NaN
15-01-2020 05:00,55.4,6.03835,NaN,NaN,NaN,NaN
15-01-2020 06:00,55.6,6.677033333,NaN,NaN,NaN,NaN
15-01-2020 07:00,53.5,7.645933333,NaN,NaN,NaN,NaN
15-01-2020 08:00,NaN,8.116535714,NaN,NaN,NaN,NaN
15-01-2020 09:00,63.7,8.332783333,NaN,NaN,NaN,NaN
15-01-2020 10:00,54.5,6.82815,NaN,NaN,NaN,NaN
15-01-2020 11:00,28.4,3.378783333,NaN,NaN,NaN,NaN
15-01-2020 12:00,23,2.281116667,NaN,NaN,NaN,NaN
15-01-2020 13:00,17.8,1.999366667,NaN,NaN,NaN,NaN
15-01-2020 14:00,22.8,1.99075,NaN,NaN,NaN,NaN
15-01-2020 15:00,22.9,2.310633333,NaN,NaN,NaN,NaN
15-01-2020 16:00,20.7,2.01605,NaN,NaN,NaN,NaN
15-01-2020 17:00,27.8,2.5761,NaN,NaN,NaN,NaN
15-01-2020 18:00,35.6,5.278589286,NaN,NaN,NaN,NaN
15-01-2020 19:00,58.8,14.50308333,NaN,NaN,NaN,NaN
15-01-2020 20:00,28.4,5.2569,NaN,NaN,NaN,NaN
15-01-2020 21:00,32.4,3.958866667,NaN,NaN,NaN,NaN
15-01-2020 22:00,35.5,4.082466667,NaN,NaN,NaN,NaN
15-01-2020 23:00,35.9,3.5566,NaN,NaN,NaN,NaN
16-01-2020 00:00,34.5,3.42595,NaN,NaN,NaN,NaN
16-01-2020 01:00,35.8,3.654866667,NaN,NaN,NaN,NaN
16-01-2020 02:00,26.7,3.277016667,NaN,NaN,NaN,NaN
16-01-2020 03:00,28.7,2.98095,NaN,NaN,NaN,NaN
16-01-2020 04:00,28.1,3.4983,NaN,NaN,NaN,NaN
16-01-2020 05:00,24.3,5.066107143,NaN,NaN,NaN,NaN
16-01-2020 06:00,34.3,6.67755,NaN,NaN,NaN,NaN
16-01-2020 07:00,35.3,7.027933333,NaN,NaN,NaN,NaN
16-01-2020 08:00,36.7,6.139083333,NaN,NaN,NaN,NaN
16-01-2020 09:00,36.1,5.62075,NaN,NaN,NaN,NaN
16-01-2020 10:00,39.7,6.373516667,NaN,NaN,NaN,NaN
16-01-2020 11:00,40.6,6.10345,NaN,NaN,NaN,NaN
16-01-2020 12:00,39.1,6.015333333,NaN,NaN,NaN,NaN
16-01-2020 13:00,37.9,5.308196429,NaN,NaN,NaN,NaN
16-01-2020 14:00,36.2,5.423083333,NaN,NaN,NaN,NaN
16-01-2020 15:00,41.2,6.52545,NaN,NaN,NaN,NaN
16-01-2020 16:00,32.9,5.414466667,NaN,NaN,NaN,NaN
16-01-2020 17:00,43.5,11.1994,NaN,NaN,NaN,NaN
